Month,tmax,tmin,af,rain,sun
4,14.7,5.1,3,44.6,193.9
5,16.8,8.5,0,42.6,203.7
6,21,12.1,0,111.1,215.1
7,21.9,13.5,0,44.9,171
8,22.4,13.4,0,14,187.6
9,19.2,9.6,0,22.7,164.6
10,12.6,6,0,48.2,115
11,10.7,5.1,3,55.4,57
12,7.5,1.9,9,81.8,54.1
1,7.4,3,4,106.5,46.2
2,8.1,3,9,50.8,92.6
3,9.9,3.6,2,41.3,98.1
4,13.5,6.4,0,107,132.5
5,16.9,8.3,0,49,210.7
6,20,11.8,0,68.5,194.5
7,19.9,12.4,0,45.8,167.9
8,21.3,13.6,0,181,179.4
9,18.1,11.3,0,34.6,168
10,13.1,7.4,0,88.2,94.3
11,10.2,5.5,3,36.2,52.1
12,8.3,3.2,6,46.3,69.1
1,8.5,3.4,2,48,48.1
2,6.7,2.1,5,64.6,77.3
3,9.7,4.6,3,31.7,64.6
4,12.9,4.8,1,82.6,154.4
5,15.8,7.3,0,17.5,243.8
6,20.3,11.4,0,42.2,194.9
7,20.6,13.1,0,84,178
8,20.7,12.2,0,39.9,206.7
9,18.9,11.3,0,89.2,157.9
10,15.3,10.4,0,113.1,62.6
11,9.5,3.4,9,57.4,98.7
12,7.3,2.2,9,56.7,64.6
1,6.4,2.4,1,18.6,36.4
2,6.3,1.4,9,48.5,68
3,7.7,1.5,13,100.2,95
4,11.8,4.8,1,49.4,167.3
5,15.8,7.4,0,85,188.1
6,21.6,11.8,0,9.8,171.7
7,25.6,14.5,0,40.9,290.8
8,19.6,12.8,0,90.5,157.4
9,20.5,12.6,0,62.4,165.6
10,15.5,9.7,0,99.1,102.3
11,11.2,5.3,1,66.8,107.3
12,8.8,4.2,2,114,55.9
1,9.6,4.3,4,146.9,68.4
2,8.6,3.6,6,57.5,84.4
3,10.2,4.1,1,44.5,149.4
4,15.8,7.4,0,5.8,206.1
5,15.6,8.2,0,83.8,142.6
6,18.6,11.2,0,285.6,154.5
7,18.8,12.2,0,113,178.5
8,19.7,12.2,0,27.1,221.8
9,17.6,10.5,0,28.1,158.5
10,14,8.1,0,23.3,109.4
11,10.3,5,2,58.3,75.6
12,7.2,2.4,8,74.9,39.4
1,9,3.9,2,154,43.6
2,9.1,1.4,9,48.7,121.2
3,9.1,2.7,3,98.8,137.8
4,11.4,4.4,2,79.2,126.8
5,17.5,8.6,0,43.5,186.7
6,18.7,10.7,0,56.7,198.1
7,20.8,13,0,108.7,202.6
8,20.1,13.4,0,82.6,141.1
9,17,10.8,0,92.4,111.7
10,12.8,7.2,0,93.2,129.5
11,9,4.9,3,60,53.1
12,6.1,2.2,4,52.8,60.3
1,5.7,1.3,8,47,59.8
2,6.7,2.3,11,39.6,60.5
3,10.9,4,2,44.2,161.7
4,14.6,6,0,51,142.3
5,16.4,8,0,81.7,216
6,19.2,10.9,0,168.2,183.4
7,20.4,12.6,0,113.4,199.7
8,21,13.3,0,46.4,194.5
9,18,10.9,0,26.8,151.1
10,14.4,8.5,0,50,99.9
11,10.4,5.8,0,161.6,73.8
12,5.2,1.3,13,66.1,53.1
1,3.4,0.1,14,48.6,59.7
2,4.4,0.2,11,53.6,42.4
3,9.9,3,8,56.4,130.6
4,13.8,5.1,0,24.8,171.8
5,15.2,7.1,0,21.2,187.9
6,20.4,11,0,41.2,214.2
7,21,13.5,0,68.3,142.1
8,19.5,11.7,0,39.6,172.9
9,17.8,10.8,0,67.8,131.5
10,13.3,7.3,0,65.4,116.8
11,7.4,3,6,112.7,70.2
12,2.7,-1.9,20,18.8,51.4
1,6.4,1.9,11,49.6,56.6
2,8.8,4.2,1,104.2,49.4
3,10.9,3.4,2,12.4,135.7
4,17.1,7.5,0,11.2,188.1
5,16.7,8.4,0,40.2,210.2
6,19.4,10,0,47.8,222.9
7,20.3,11.5,0,18,178.9
8,20.1,12.2,0,42,171.4
9,19.5,11.6,0,27.8,163.4
10,15.9,9.2,0,57.2,115.3
11,11.7,7.1,0,37.4,62.4
12,8.1,3.6,0,124.6,44.6
1,7.9,2.9,6,87.6,58.4
2,7.6,2.3,11,26.2,73.3
3,13.6,4.7,0,32.6,179.5
4,10.7,3.9,1,180.6,102.6
5,16.4,7.6,1,48,203
6,17.3,10.3,0,166.6,107.3
7,19.5,12.3,0,107.2,151.5
8,20.9,12.5,0,99.2,141.3
9,17.1,9.7,0,90.6,149.4
10,12.2,6.1,0,61.2,111.4
11,9.2,3.8,1,110.6,68.7
12,7,2.3,5,136,57.7
1,5.7,1.7,14,70.4,41.4
2,5.2,0.6,10,63.4,77.6
3,4.5,-0.2,18,63.4,73
4,11.9,4,4,9.2,152.6
5,15.5,6.9,0,84.2,176.9
6,18.8,10.1,0,37.8,177.6
7,24,13.7,0,56.6,243.5
8,21.6,13.1,0,33.4,144.4
9,17.5,10.2,0,47.2,119.8
10,14.9,9.6,0,136.2,73.5
11,9.1,3.9,1,56.6,82.3
12,9.1,3.9,0,69.8,58.2
1,7.8,3,4,124.2,48.9
2,8.5,3.5,1,106.2,82.4
3,11.6,4.2,2,48.6,137.2
4,14.2,6.7,0,60.4,119.3
5,16.6,8.5,0,123.8,143.9
6,19.4,11.4,0,45.4,142
7,23.2,13.3,0,20,236.6
8,19.3,11.5,0,67.4,177.3
9,18.4,10.9,0,9.6,107.4
10,14.9,9,0,60.8,83.6
11,10.5,6,0,95.8,48
12,7.7,3.3,3,102,75.8
1,6.9,2.2,8,84.2,68.1
2,6.9,2,5,35.4,80.8
3,9.8,3.2,1,71.4,114.8
4,14.3,5,0,21.4,223.5
5,14.8,7.7,0,83.6,164.4
6,19.1,10,0,43.2,195.9
7,20.8,12,0,30,187.8
8,20.6,12.5,0,66.2,146.3
9,16.9,8.7,0,29.2,141.1
10,13.9,7.7,0,80.4,81.3
11,12.2,6.5,1,126.8,51.7
12,12,6.2,0,121.2,33.1
1,8,3,3,84.8,40.3
2,7.8,2,5,68.6,96.1
3,9.1,2.9,2,87.2,98.6
4,11.6,3.8,1,65.8,154.9
5,16.9,7.9,0,58.2,164.5
6,18.8,11.1,0,130.4,106.5
7,21.3,13.5,0,30,178
8,21,13.2,0,62,194.5
9,19.9,12.5,0,44.2,113.5
10,13.7,8.1,0,29.2,84
11,8.4,3.7,2,95.6,71.9
12,9.3,4.1,3,31.8,57.9
1,6.7,2.2,8,41.6,53.8
2,8.1,3.5,2,58.2,50.4
3,12.3,5.5,1,62.6,143
4,13.4,5.6,0,15.8,150.3
5,17.9,9,0,53.2,180.1
6,20.3,12.6,0,89,155.2
7,21.2,12.6,0,78.2,152.2
8,19.9,12.1,0,68.6,171.5
9,17.3,10.3,0,70.4,103.6
10,15.2,10,0,46,86.7
11,9.7,4.7,0,43.2,72.8
12,7.4,2.8,6,70.2,64
1,7.2,3,3,124.2,39.1
2,5.3,0.6,10,41.2,68.7
3,7.5,1.7,7,113.2,61.4
4,13.2,6,0,97,96.7
5,19.4,8.7,0,36.8,251.4
6,21.5,11.7,0,23.2,225.2
7,25.4,13.9,0,23.2,252.3
8,21.8,13.3,0,27.4,136.7
9,18,10.2,0,88.6,146.6
10,14.3,7.5,1,49,129.3
11,10.3,5.7,1,73.6,56.2
12,8.8,4.4,2,100.8,43.5
1,6.6,2.8,5,27.4,50
2,11.2,3.2,4,32.2,122.6
3,11.5,4.7,0,118.2,132.9
4,14.1,4.4,3,16.2,155
5,16.1,7.8,0,43.8,181.4
6,18.6,10.5,0,130.2,113.3
7,22.7,14.1,0,126,157.6
8,22,13.7,0,64.8,184.1
9,18.1,10.5,0,139.2,152
10,12.6,6.7,0,135.6,81
11,7.9,3.9,4,200,29
12,8.2,3.5,3,73,52.8
1,9.2,4.2,2,53.8,54.8
2,8.9,3,1,224.6,74.5
3,10.6,2.8,4,43.6,135.6
4,15.6,5.7,1,12.4,199.8
5,18.4,7.7,1,5.4,251.9
6,19.4,11,0,91,138.2
7,19.7,12.3,0,79.4,123.7
8,21.2,13.5,0,115.2,131
9,18.5,10.3,0,25.4,143.5
10,13,7.5,0,96.2,52.9
11,11,5.7,1,38.6,48.8
12,7,2.9,3,126.6,38.9
1,5.2,0.9,12,145.2,42.2
2,7.5,1.9,9,84.8,66.2
3,11.1,4.4,2,68.2,94.5
4,11.5,1.9,8,5.6,196.8
5,14.9,6.2,0,130.2,125.9
6,20.6,11.6,0,21.6,173.6
7,22.8,14.1,0,69.4,171
8,19.8,13,0,30.8,99.2
9,20.2,12.6,0,37.8,129.6
10,14.9,9.2,0,81.2,99.1
11,10.4,5.7,2,52,53.3
12,8.1,3.5,3,102.4,31.5
1,8,2.6,3,25.8,85.7
2,9.6,3.5,1,182.6,80.4
1,6.1,0.5,13,58.3,29.2
2,9.9,3.8,1,41.3,55.7
3,13.1,3.3,2,7,139.6
4,13.9,5.8,0,74.5,77.2
5,15.1,5.4,3,17.1,188.9
6,19.8,8.7,0,20,223.6
7,19.3,10.3,0,51.4,157.4
8,19.9,10.8,0,74.9,184
9,19.7,10.2,0,31.7,129.5
10,14.5,6.6,1,47.8,110.8
11,9.2,2.7,6,44.8,60
12,4.9,-1.2,19,78.2,48.1
1,7.4,0.5,8,52.7,72
2,7.4,1.1,10,16.6,63.1
3,6.4,-1.7,21,28.5,98.5
4,11.5,3.1,3,41.8,130.4
5,14,5.7,2,30.1,132.3
6,18.5,7.8,2,7.5,194.6
7,18.9,10.3,0,24.6,114.9
8,18.3,10,0,90.8,130
9,16.4,8.6,0,97.7,108.9
10,14.1,5.8,2,9.7,90.2
11,8.3,2.1,7,25.2,37.4
12,4.5,-2.6,20,37.4,43.7
1,0.3,-5.5,27,19.9,50.1
2,1.8,-3.5,28,8.9,60.9
3,9.1,1.8,8,65,89.8
4,12.2,4.4,0,43.9,114.5
5,15,5.9,1,20.4,185.2
6,19.2,9.7,0,60.7,197
7,19.7,9.4,0,42.8,175
8,17.7,9.8,0,68,113.1
9,16.8,8.1,0,56.3,120.9
10,14.2,6.9,0,29,69.6
11,10.6,4.6,3,97.2,48.3
12,5.4,-0.5,12,10.1,45.9
1,5.3,-0.3,15,15.9,31.2
2,7.2,1.3,10,12.3,59.7
3,6.5,0.9,11,68,50
4,12.6,4.6,0,33,94.3
5,18.4,7.9,0,30.6,193.1
6,17.5,9.1,0,73,133
7,20.2,11.3,0,57.1,196.2
8,20.1,10.3,0,40.5,208.2
9,19.2,7.4,2,8.4,177.9
10,12.6,3.6,4,26.2,108
11,10.3,4.1,4,24.1,52.9
12,6.4,-0.7,16,57,49.7
1,5.9,0.2,18,70.2,63.6
2,5.9,0.7,12,13.8,31.8
3,9.5,0.6,12,60.2,129.7
4,12.3,3.7,3,39.5,142
5,15.6,6.4,2,37.2,160.1
6,19.3,9.5,0,60.6,202.2
7,17.7,9.5,0,66.8,106.4
8,19.6,8.9,0,42.7,169.3
9,16.2,8.7,0,127.2,94.1
10,14.8,6.2,0,10.9,75.8
11,7.2,0.8,14,67.1,79
12,7.4,1.1,10,111.4,56.6
1,4.9,0.3,15,44.6,33.3
2,8.1,3.1,8,81.3,52.9
3,9.9,2.8,4,25.4,114.4
4,10.4,3.5,3,100.4,100.5
5,15.7,5.8,0,36.6,226.6
6,19.9,10.3,0,58.2,167.7
7,19.4,10,0,62.2,159.4
8,20.1,9.4,0,94.9,174
9,18.2,8.6,0,28.1,121.2
10,13.7,6,1,93.7,79.3
11,8.1,1.9,8,47.4,39.6
12,8.2,1.7,5,71.5,34.7
1,7.3,1.7,9,20.8,61.1
2,8.6,2.2,7,54.9,72.7
3,10.8,4.1,2,33.5,175
4,11.3,3.9,1,32,91.9
5,14.3,5.8,2,110.3,154
6,19.8,8,0,17.3,202.1
7,22.4,11.6,0,39.9,211.2
8,20.9,10.5,0,39.3,144
9,17.7,9.6,0,46.8,115.1
10,14.5,7.8,0,136,107.1
11,8.5,1.8,9,41.3,48.5
12,6.8,1,13,35,47.8
1,7,1.3,10,46.9,33.1
2,4.5,-0.6,18,30.1,65.4
3,10.5,3.1,4,21.2,98.9
4,13.1,3.3,8,49.3,174.5
5,14.4,5.5,1,65.9,124.4
6,19.9,9.5,0,48.7,173.1
7,19.2,10.4,0,113.7,107.9
8,19.6,11.6,0,77.7,128.9
9,17.9,9.6,0,81.9,103.3
10,15.5,9.9,0,40,69.7
11,8.6,3.6,5,68.9,40.2
12,4.9,0.5,11,28.8,24.7
1,8,3,9,58.3,33.2
2,2.9,-2,18,55,68.5
3,5.9,0.3,12,55.8,53.6
4,12.1,2.6,6,48.6,166.9
5,15.2,7.2,0,147.1,117.2
6,19,8.2,0,27.2,234.8
7,22.1,11.6,0,85.3,206.5
8,20.2,12,0,101,133.1
9,18,9.1,1,16.3,100.8
10,16.5,8.4,0,8.4,90.9
11,8.3,2,8,71.1,73.7
12,5.9,0.8,16,51.5,31
1,6.2,0.8,11,51.7,20.9
2,6.2,-0.1,13,48.3,98.1
3,6.8,-0.1,16,45.3,97.1
4,10.9,3.1,5,54.2,121.3
5,18.3,7.8,0,29.4,203
6,21.8,9.7,0,14.4,227.7
7,19.8,11.2,0,36.2,151.3
8,20.6,11,0,60.7,153.2
9,18.9,9.9,0,25.5,149.9
10,14.6,6.2,4,30.2,95.6
11,10.6,4.8,2,110.1,51.3
12,6.6,1.1,12,29.6,38.1
1,6.8,1.6,8,77.2,39.3
2,7.6,1.1,8,15.6,52.8
3,8.5,2.1,9,38.8,88.5
4,11.3,3.8,3,62,87.3
5,16.3,5.3,3,31.2,203.2
6,15.9,8.2,0,75.6,122.2
7,22.1,11.1,0,51.3,214.3
8,20.2,11,0,82.2,129.9
9,18.8,8.4,0,21.1,149.5
10,15.4,6.5,1,37.5,130.5
11,9.3,2.4,9,53.9,71.6
12,8.5,4,4,32,20.6
1,5.8,1.5,9,51.6,38.5
2,6.4,1.7,3,49.6,39.3
3,10.4,2.4,3,61.4,121.9
4,11.8,5.1,0,31.4,106.5
5,14.7,6.5,1,34.5,142.9
6,16.2,7.7,0,61.8,135.9
7,19.8,10,0,35,150.2
8,19.6,10.2,0,26.1,173.1
9,15.3,7.1,0,68.4,85
10,14,6.4,0,31.2,78.9
11,9.5,3.7,7,47.3,72.2
12,7.8,2.8,2,69.9,27
1,6.7,2.3,7,30.9,37.8
2,7.4,1.4,11,28.8,78.8
3,10.2,1.7,9,18.4,118.3
4,11,3.2,1,46.9,158.2
5,15.5,6.9,0,81,188.3
6,20,9.4,0,109.5,225.3
7,19.8,11.2,0,111.5,118.2
8,21.5,11.1,0,21.9,176.8
9,18.7,9.7,0,64.2,149.8
10,12.7,5,5,38.1,94.9
11,9,2.5,11,33,74.8
12,7.6,1.8,10,39.3,42.9
1,8.6,2.8,4,56.5,60.9
2,8.4,2.6,6,59.3,52.6
3,8.9,1.9,6,22,74.9
4,12,3.3,1,10.2,131.6
5,15.7,6.3,0,27.2,193
6,17.7,9,0,69.8,169.5
7,19.3,10.9,0,67.6,166.5
8,19.7,9.9,0,90.2,201.3
9,15.5,8,0,65.7,156
10,10.7,4.8,1,65.8,96.3
11,9.1,3.3,4,66.3,50.9
12,10.5,5.5,2,33,58.7
1,9.4,3.8,2,64.8,37.7
2,7,1.5,8,19.4,32.4
3,7.4,1.9,7,63.3,78.3
4,12.2,4.5,5,47.7,114.7
5,14,5.3,0,29.8,178.6
6,20.4,8.1,0,18.6,224.9
7,22.3,12.1,0,48.8,203.3
8,24.6,12.8,0,27.9,225.4
9,17.7,8.6,1,43.6,148.4
10,13.8,6.1,0,31.7,113.8
11,9.2,2.5,9,42.7,68.8
12,7.8,2.5,8,43.4,38.3
1,8.7,3.1,8,31.1,49.7
2,7.1,1.5,10,15.1,56.8
3,8.4,0.9,12,21.5,111.5
4,12,3.7,3,10.1,129.9
5,16.5,7.3,0,41.5,152.5
6,23.2,10.8,0,9.6,229.5
7,24.8,11.9,0,31.2,252.4
8,23.5,10.5,0,7,222.1
9,17.3,9.2,0,92.1,107.5
10,13.6,7.3,0,87.2,66.3
11,8.9,2.2,11,36.8,70.6
12,4.1,-0.5,16,69.4,48.3
1,5,0.3,11,67.1,45
2,7.7,2.1,5,176.5,45.9
3,10.4,3.7,4,42.3,85.6
4,11.2,3.3,5,37,145.8
5,15.1,5.8,1,44.6,207.4
6,16.7,7.8,0,79.6,157.9
7,19.9,11.3,0,15.4,175.4
8,19.6,11.1,0,72,147
9,17.4,9.6,0,22.9,118.7
10,14.9,7.7,0,29,96.8
11,9.6,3.4,5,81.9,97.6
12,8.5,2.7,6,59.5,47.6
1,6,-0.1,16,75.5,36.9
2,5.3,-1.3,18,39.5,42.2
3,10.8,2.5,5,36.1,137.2
4,9.7,2.1,7,24.7,89.9
5,16.1,5.3,0,39.4,195.7
6,17.9,8.4,0,76.6,152.8
7,19.1,9.6,0,55.3,155.8
8,19,10.4,0,60.2,136.3
9,18.1,9.5,0,26.9,134.7
10,15.4,7.3,1,7.8,70.4
11,11.8,4.2,8,29.5,72.1
12,6.4,0.2,15,142.9,32.9
1,3.1,-4.7,28,41.9,50.9
2,3.5,-2,26,53.5,61.2
3,8.3,1.1,9,70.7,89.4
4,11.6,3.4,5,66.2,113.4
5,14.8,5,5,95.1,171.1
6,18.9,8.8,0,15.5,170.6
7,21,10.6,0,13.1,169.6
8,19.6,10.4,0,62,161.7
9,18.2,8.1,1,29.3,170.3
10,15,6.4,2,51.6,102.3
11,10.4,2.4,8,50.4,62.1
12,8.6,2.6,6,77,55.1
1,5.4,-1,18,67.6,56.9
2,8.9,2.5,3,78.3,37.9
3,8.3,1.2,7,50.8,80.6
4,13.1,3.4,5,17.8,156.7
5,15.9,5.1,1,31.2,217.4
6,18.1,9.6,0,95.4,142.4
7,18.3,10.3,0,49.4,123.1
8,20.1,11.5,0,84.7,135.5
9,18.5,11.1,0,37.1,158.1
10,12.3,5.3,2,83.3,117.2
11,8.9,4.1,6,51.4,50.7
12,8.6,2.6,8,26.4,57.9
1,7.4,1.9,9,29.6,42.8
2,5.5,-0.2,17,44.1,57
3,10.6,5,2,76.3,48.8
4,11,3.7,3,62.5,118.8
5,15.6,6.9,0,50.2,136.6
6,17.3,9.6,0,23.2,123.5
7,20,11.5,0,28.9,156.5
8,20.8,11.4,0,56,178.5
9,19.1,10.4,0,92,172.2
10,11.7,4.6,3,66.6,118
11,10.6,4,3,26.2,49.9
12,2.8,-3.9,23,44.5,40.3
1,5.5,-1.2,15,32.5,35.7
2,7.7,1.6,8,27,39.9
3,10,2,6,72.1,144.3
4,13.3,3.8,2,28.5,162.9
5,16.9,5.2,2,20.1,235.3
6,19.6,11,0,141.7,120.1
7,21.3,11.8,0,4.2,169.3
8,19.8,12.1,0,136,179.1
9,18.5,9.6,0,67.3,151.4
10,13.2,6.9,1,49.1,79.7
11,10.1,5.2,4,55.1,57.8
12,7.2,1.1,13,46.1,35.9
1,9.6,3.8,3,58.7,60.7
2,3.9,-1.4,16,27,54.3
3,9.7,3.5,2,32.9,75.5
4,11,2.8,4,87.7,142
5,13.7,6.7,0,78.6,103
6,18.4,9.6,0,8.4,162
7,25,12.6,0,28.6,215.9
8,22.8,11.8,0,11.5,219.3
9,17.3,10.4,0,84,115.6
10,13.8,7.1,6,40.5,119.3
11,10.1,5.1,6,37.8,33.6
12,8.4,2.4,8,52.1,51.7
1,6.2,0.7,9,83.9,74.5
2,5.9,0.4,10,45.4,45.9
3,7.4,1.9,5,58.3,42.7
4,13.1,2.3,8,7.4,207.4
5,14.4,5,2,59.9,142.4
6,18.9,9.8,0,73.4,185.1
7,22,10.5,0,24,223.1
8,22.7,11.9,0,61.6,198.3
9,17,10.4,0,72.9,104
10,14.9,7.7,1,42.5,110.6
11,10.4,5.5,0,91.6,39.7
12,7.7,2.3,8,27.3,63.1
1,4.1,-2.2,22,40.6,41.3
2,4.7,-1.4,14,20,81.7
3,8.4,1,10,32.5,97
4,12.2,4.4,3,41.6,120.1
5,14.8,6.4,0,72,149.6
6,16.5,8,0,107.2,154.4
7,20.4,11.8,0,44,177.9
8,18.6,11.1,0,53.2,163
9,19.1,10.4,0,15.9,130.1
10,14.7,7.6,0,28,93.1
11,7,0.8,11,58.5,80.8
12,8.8,3.9,6,81,30
1,6,0.5,12,60.2,63.5
2,0.9,-4.1,24,18.9,84.1
3,9.1,1.5,11,43.7,128.8
4,9.8,2,6,59,117.9
5,15.6,7.1,0,65.6,193.4
6,19.5,9.3,0,28.8,189.3
7,20.6,11.2,0,40.4,179.5
8,17.5,9.8,0,94.7,132
9,16,5.9,3,8.6,159.6
10,14.6,6.6,2,43.7,108.1
11,10.8,4.5,1,61.4,85.3
12,9,3.2,5,89.3,49.4
1,3.1,-1.9,20,14.3,53.1
2,6.8,0.8,13,40.1,63.1
3,7.5,0.6,14,62.1,95
4,14.9,5.3,0,58,146
5,14.3,5.4,1,30.8,175.1
6,16.6,8.6,0,98.5,96.1
7,20.1,11.5,0,33.3,142.2
8,19.9,11.8,0,59.3,113.8
9,17.9,9.4,0,52.5,156.5
10,13.2,5.8,4,102.2,116.9
11,8.5,4,3,43,37.1
12,8.1,3.1,7,32.3,29
1,8,2.7,3,90.6,54.2
2,7.9,1.8,5,38.3,113.9
3,9.8,2.9,5,78,104
4,11.8,4,4,30.9,93.3
5,16,6.5,0,36.2,172.9
6,18.5,9.7,0,65,134.9
7,18.5,11.6,0,120.4,144.5
8,19.9,11.1,0,36.1,172.2
9,17.5,9.7,0,26.4,142.5
10,13.9,7.1,2,54.9,102.7
11,8.7,0.8,14,29.8,73.7
12,10,4.5,2,19.8,44.1
1,9,3.2,4,28.2,63
2,9.4,2.5,5,47.2,104
3,11.6,3.8,4,45.6,110.3
4,9.9,2.5,6,104.9,115.3
5,18.6,6.7,1,16.9,263.3
6,20.2,8.1,1,52.5,198.7
7,23.4,11.9,0,35.1,237
8,21.9,11.3,0,46.5,261.6
9,19.2,10.4,0,32.5,129.7
10,15.4,8,0,54,99.1
11,9.1,2.7,9,38.4,72.7
12,7.3,2.6,4,112.4,13.8
1,9.5,3.8,3,64.9,65.7
2,10.8,4.6,1,83.8,77
3,12.5,4.7,4,18.7,165.9
4,13.1,2.2,8,18.9,188.1
5,18.4,5.6,2,10.6,229.2
6,18.1,9.5,0,52.1,93.4
7,22.9,10.6,0,26.4,240.9
8,24.1,13.1,0,38.6,212.4
9,17.7,8.8,0,31.9,131.3
10,15.5,9.1,0,62.7,106.4
11,9.4,4.4,1,44.1,39.2
12,7,1.8,10,67.9,43.2
1,5.9,0,19,47.6,74.4
2,5.2,-1.3,18,26.7,46.4
3,11.6,4.8,4,36.6,75.4
4,11.9,3.8,4,55.8,146.8
5,15.2,6.8,1,11.1,119
6,16.3,8,1,60.7,102.4
7,22.3,12.6,0,54.4,192.5
8,22.7,11.1,0,19.2,202.5
9,20.4,9.3,0,47.1,177.2
10,13.5,6.9,1,35.4,87.1
11,9.7,3.7,5,48.4,53.7
12,7.3,1.2,12,28.7,26.6
1,6,0.5,16,59.9,42.2
2,9.1,2.5,7,20.4,65.8
3,10.9,4.1,1,52.7,76.2
4,12.8,4.7,3,27.9,127.5
5,19,7.9,0,37.9,243.5
6,21.5,10.4,0,60.9,164.9
7,20.4,12.1,0,86.8,161.1
8,20,11.2,0,63.9,186.1
9,17,9.8,0,77.9,105.7
10,10.8,4.8,3,68.2,87.5
11,10.6,3.9,2,78,63.9
12,5.9,0.7,14,39,15
1,9.1,2.5,6,52.7,35.4
2,7.3,2.4,5,6.5,52.5
3,10.5,3.1,7,9.6,110.6
4,13.2,5.9,0,65.7,104.1
5,16,6.9,1,45.5,175.3
6,19.7,9.7,0,59.2,201.4
7,19.9,10.9,0,80.7,192.7
8,19.1,9.8,0,46,193.6
9,16.1,8.8,0,89.2,81.9
10,11.5,5,6,87.3,90.7
11,7.1,2.3,11,57.1,42.6
12,8.3,2.6,8,93.7,48.7
1,7.9,2.5,5,76.1,68.7
2,6,0,14,47.3,60.1
3,11.4,4.5,0,64.3,120.7
4,12.3,4.6,0,32.3,157.4
5,14.2,6,0,53.7,128.9
6,19.8,9.9,0,8.2,197.1
7,24.3,12.3,0,28.4,215.3
8,20.9,11.6,0,35.8,158.9
9,16.1,9.4,0,104.8,99.4
10,13.4,6.1,1,41.7,94.4
11,12.4,7.2,2,66.9,43.8
12,9.5,3.1,7,94,51.8
1,7.5,1.6,7,104.5,57.8
2,9.5,3.4,1,55,74
3,9.5,1.5,10,34.6,159.9
4,13.5,4.3,6,13.2,171.2
5,16.9,6.4,1,23.4,178.7
6,19.1,9.5,0,11.7,130.3
7,24.9,12.8,0,10.7,223.3
8,25.3,12.4,0,5.7,245.9
9,17.7,9.4,0,83.1,111.4
10,16.6,8.6,2,21.3,134.1
11,10.4,4.5,5,52.5,68.9
12,4.4,-0.6,18,72.7,39.2
1,5.6,2,9,26.4,14.2
2,5.5,-0.5,19,45.7,75.2
3,6.8,1.3,8,24.8,44.8
4,13,3.6,8,31.9,128.1
5,13.8,4.5,7,20.3,154.5
6,20.2,8.1,0,31.2,196.3
7,22.2,11,0,30.1,220.4
8,22.1,11.8,0,58.1,169.9
9,17.9,9.3,0,7.1,111.9
10,15.2,8,0,46.1,119.4
11,8.8,2.5,12,76.9,83.2
12,5.4,0.1,16,48,41.6
1,5.5,-1.4,21,18.7,35
2,10.1,4,2,50.2,72.9
3,12.3,4.4,4,14.1,127
4,13.5,4.4,4,21.1,136.2
5,16.5,5.6,1,45.7,240.1
6,18,10.1,0,114.3,115
7,21.5,12,0,43.2,203.5
8,24.5,13.7,0,47.7,181.7
9,18.3,9.9,0,11.5,150.8
10,13.9,5.5,6,39.4,112
11,11.3,5.5,4,71.3,40.8
12,8.4,3.5,5,44.3,39.5
1,7.7,2.6,8,91,41.1
2,11,4.1,4,8.8,96.3
3,11.3,4.5,4,67.9,72.3
4,11.4,4.1,2,104.8,110
5,17.2,7.6,0,19.2,171
6,18.4,10.5,0,126.8,114.5
7,19.7,11.6,0,17.7,149.1
8,20.9,11.4,0,45.8,201.8
9,18.4,11.2,0,65.5,104.1
10,13.9,7.8,1,106.3,90.5
11,8.6,2.7,5,30.3,56.1
12,8.7,2.3,11,63.1,34.4
1,8.5,2.5,5,85.2,63.5
2,8.2,2.2,7,39.2,81.4
3,10.9,4.5,1,86.3,108.2
4,13.8,5.2,3,68.9,144.7
5,17.4,8.7,0,52.3,137.7
6,18.4,9.3,0,69.4,169
7,22.9,12.5,0,28.2,233.9
8,20.7,11.5,0,65.3,129.4
9,20.5,11.3,0,65.1,149.5
10,14.5,7,0,72.6,125.7
11,10.6,5.2,0,29.2,65.5
12,7.7,1.9,6,58.4,54.5
12,8.2,3.9,3,161,33.9
1,7.5,3.4,1,140.4,38.1
2,7,2.4,3,117.3,86.2
3,6.9,2.7,4,36.9,121.7
4,9.3,4.7,1,58,168.4
5,12.5,7.6,0,87.5,208.3
6,13.3,9.2,0,99,137.7
7,15,10.8,0,91.1,122.6
8,15.6,10.6,0,26.3,213.7
9,13.6,9.6,0,58.3,114.9
10,11.7,7.1,0,99.7,86.4
11,10.4,6.1,0,167.2,37.4
12,9.6,5.9,1,87.7,13.4
1,9.4,5.3,0,143.4,25.3
2,8.3,3.1,4,6.5,113.2
3,8.4,2.5,7,67.2,133.5
4,9,3.8,0,86.7,187.8
5,12.3,7.1,0,30.4,261.9
6,15.8,10.3,0,48.2,251.8
7,15.7,11.6,0,110.3,149.1
8,16.3,11.4,0,88.5,164.1
9,13.7,9.9,0,92.5,114.2
10,11.3,6.3,0,130.3,90.7
11,9.6,5.2,0,127.2,55.2
12,8.3,4.1,3,111.6,55.3
1,6.6,2.5,5,107.6,42.2
2,7.1,3.1,2,90.4,72.3
3,9.2,4.4,0,66.6,110.1
4,10.7,5.9,0,80.7,130.8
5,12.8,7.8,0,60.6,213.6
6,15.6,10.8,0,53.6,225.8
7,17.2,12.4,0,113.4,119.5
