date,areaType,areaCode,areaName,newCasesByPublishDate,newDeaths28DaysByPublishDate
13/12/2020,utla,S12000042,Dundee City,35,0
20/09/2020,utla,E06000046,Isle of Wight,1,0
19/04/2020,utla,S12000023,Orkney Islands,0,0
12/12/2020,utla,S12000042,Dundee City,41,0
28/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
19/09/2020,utla,E06000046,Isle of Wight,0,0
21/02/2020,utla,S12000035,Argyll and Bute,0,0
18/04/2020,utla,S12000023,Orkney Islands,0,0
27/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
30/03/2020,utla,W06000002,Gwynedd,0,
18/09/2020,utla,E06000046,Isle of Wight,0,0
29/03/2020,utla,W06000002,Gwynedd,0,
17/02/2020,utla,E08000031,Wolverhampton,0,0
16/02/2020,utla,E08000031,Wolverhampton,0,0
15/02/2020,utla,E08000031,Wolverhampton,0,0
11/12/2020,utla,S12000042,Dundee City,38,0
17/09/2020,utla,E06000046,Isle of Wight,0,0
16/09/2020,utla,E06000046,Isle of Wight,0,0
14/02/2020,utla,E08000031,Wolverhampton,0,0
15/09/2020,utla,E06000046,Isle of Wight,3,0
13/02/2020,utla,E08000031,Wolverhampton,0,0
12/02/2020,utla,E08000031,Wolverhampton,0,0
14/09/2020,utla,E06000046,Isle of Wight,2,0
11/02/2020,utla,E08000031,Wolverhampton,0,0
28/03/2020,utla,W06000002,Gwynedd,0,
12/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",99,3
13/09/2020,utla,E06000046,Isle of Wight,1,0
09/11/2020,utla,E10000024,Nottinghamshire,358,2
29/02/2020,utla,E09000031,Waltham Forest,0,0
08/11/2020,utla,E10000024,Nottinghamshire,357,5
28/02/2020,utla,E09000031,Waltham Forest,0,0
09/02/2021,utla,W06000004,Denbighshire,7,
27/02/2020,utla,E09000031,Waltham Forest,0,0
26/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
07/11/2020,utla,E10000024,Nottinghamshire,392,6
26/02/2020,utla,E09000031,Waltham Forest,0,0
17/01/2020,utla,S12000008,East Ayrshire,0,0
23/08/2020,utla,E09000024,Merton,0,0
22/08/2020,utla,E09000024,Merton,4,0
21/08/2020,utla,E09000024,Merton,2,0
20/08/2020,utla,E09000024,Merton,3,0
16/10/2020,utla,S12000036,City of Edinburgh,93,1
19/08/2020,utla,E09000024,Merton,1,0
25/05/2020,utla,S12000028,South Ayrshire,0,0
18/08/2020,utla,E09000024,Merton,4,0
15/10/2020,utla,S12000036,City of Edinburgh,86,1
24/05/2020,utla,S12000028,South Ayrshire,0,0
17/08/2020,utla,E09000024,Merton,1,0
14/10/2020,utla,S12000036,City of Edinburgh,147,2
23/05/2020,utla,S12000028,South Ayrshire,0,0
16/08/2020,utla,E09000024,Merton,1,0
20/02/2020,utla,S12000035,Argyll and Bute,0,0
30/06/2020,utla,S12000041,Angus,0,0
17/04/2020,utla,S12000023,Orkney Islands,0,0
19/02/2020,utla,S12000035,Argyll and Bute,0,0
15/08/2020,utla,E09000024,Merton,8,0
29/06/2020,utla,S12000041,Angus,0,0
18/02/2020,utla,S12000035,Argyll and Bute,0,0
16/04/2020,utla,S12000023,Orkney Islands,0,0
14/08/2020,utla,E09000024,Merton,5,0
17/02/2020,utla,S12000035,Argyll and Bute,0,0
10/12/2020,utla,S12000042,Dundee City,24,0
13/08/2020,utla,E09000024,Merton,0,0
16/02/2020,utla,S12000035,Argyll and Bute,0,0
22/05/2020,utla,S12000028,South Ayrshire,0,0
12/08/2020,utla,E09000024,Merton,1,0
15/02/2020,utla,S12000035,Argyll and Bute,0,0
21/05/2020,utla,S12000028,South Ayrshire,0,0
14/02/2020,utla,S12000035,Argyll and Bute,0,0
13/02/2020,utla,S12000035,Argyll and Bute,0,0
08/02/2021,utla,W06000004,Denbighshire,12,
07/02/2021,utla,W06000004,Denbighshire,13,
09/09/2020,utla,E10000013,Gloucestershire,13,0
26/10/2020,utla,S12000006,Dumfries and Galloway,19,0
13/10/2020,utla,S12000036,City of Edinburgh,118,0
12/10/2020,utla,S12000036,City of Edinburgh,84,0
11/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",101,8
06/02/2021,utla,W06000004,Denbighshire,6,
25/02/2020,utla,E09000031,Waltham Forest,0,0
05/02/2021,utla,W06000004,Denbighshire,15,
24/02/2020,utla,E09000031,Waltham Forest,0,0
04/02/2021,utla,W06000004,Denbighshire,18,
12/02/2021,utla,E10000014,Hampshire,265,13
12/02/2020,utla,S12000035,Argyll and Bute,0,0
06/11/2020,utla,E10000024,Nottinghamshire,385,16
11/08/2020,utla,E09000024,Merton,1,0
11/02/2021,utla,E10000014,Hampshire,182,12
23/02/2020,utla,E09000031,Waltham Forest,0,0
03/02/2021,utla,W06000004,Denbighshire,18,
05/11/2020,utla,E10000024,Nottinghamshire,431,11
11/02/2020,utla,S12000035,Argyll and Bute,0,0
10/08/2020,utla,E09000024,Merton,0,0
22/02/2020,utla,E09000031,Waltham Forest,0,0
04/11/2020,utla,E10000024,Nottinghamshire,331,8
10/02/2020,utla,S12000035,Argyll and Bute,0,0
09/08/2020,utla,E09000024,Merton,1,0
10/02/2020,utla,E08000031,Wolverhampton,0,0
21/02/2020,utla,E09000031,Waltham Forest,0,0
08/09/2020,utla,E10000013,Gloucestershire,5,1
09/02/2020,utla,S12000035,Argyll and Bute,0,0
09/02/2020,utla,E08000031,Wolverhampton,0,0
07/09/2020,utla,E10000013,Gloucestershire,10,0
20/02/2020,utla,E09000031,Waltham Forest,0,0
08/02/2020,utla,S12000035,Argyll and Bute,0,0
08/02/2020,utla,E08000031,Wolverhampton,0,0
06/09/2020,utla,E10000013,Gloucestershire,6,0
19/02/2020,utla,E09000031,Waltham Forest,0,0
07/02/2020,utla,E08000031,Wolverhampton,0,0
18/02/2020,utla,E09000031,Waltham Forest,0,0
06/02/2020,utla,E08000031,Wolverhampton,0,0
12/09/2020,utla,E06000046,Isle of Wight,0,0
05/02/2020,utla,E08000031,Wolverhampton,0,0
17/02/2020,utla,E09000031,Waltham Forest,0,0
11/09/2020,utla,E06000046,Isle of Wight,2,0
04/02/2020,utla,E08000031,Wolverhampton,0,0
16/02/2020,utla,E09000031,Waltham Forest,0,0
03/02/2020,utla,E08000031,Wolverhampton,0,0
15/02/2020,utla,E09000031,Waltham Forest,0,0
14/02/2020,utla,E09000031,Waltham Forest,0,0
02/02/2020,utla,E08000031,Wolverhampton,0,0
10/09/2020,utla,E06000046,Isle of Wight,0,0
09/12/2020,utla,S12000042,Dundee City,23,0
15/04/2020,utla,S12000023,Orkney Islands,0,0
27/03/2020,utla,W06000002,Gwynedd,0,
20/05/2020,utla,S12000028,South Ayrshire,0,0
14/04/2020,utla,S12000023,Orkney Islands,0,0
25/10/2020,utla,S12000006,Dumfries and Galloway,9,0
16/01/2020,utla,S12000008,East Ayrshire,0,0
26/03/2020,utla,W06000002,Gwynedd,0,
19/05/2020,utla,S12000028,South Ayrshire,0,0
13/04/2020,utla,S12000023,Orkney Islands,0,0
25/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
13/02/2020,utla,E09000031,Waltham Forest,0,0
14/01/2020,utla,E08000013,St. Helens,0,0
10/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",92,16
09/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",99,13
13/01/2020,utla,E08000013,St. Helens,0,0
10/02/2021,utla,E10000014,Hampshire,183,19
08/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",93,3
07/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",129,1
18/01/2020,utla,W06000024,Merthyr Tydfil,0,
02/02/2021,utla,W06000004,Denbighshire,11,
24/10/2020,utla,S12000006,Dumfries and Galloway,15,0
06/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",128,13
05/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",193,10
17/01/2020,utla,W06000024,Merthyr Tydfil,0,
03/11/2020,utla,E10000024,Nottinghamshire,347,12
04/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",163,21
02/11/2020,utla,E10000024,Nottinghamshire,308,4
16/01/2020,utla,W06000024,Merthyr Tydfil,0,
23/10/2020,utla,S12000006,Dumfries and Galloway,17,1
03/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",124,18
11/10/2020,utla,S12000036,City of Edinburgh,95,0
15/01/2020,utla,W06000024,Merthyr Tydfil,0,
22/10/2020,utla,S12000006,Dumfries and Galloway,19,1
12/01/2020,utla,E08000013,St. Helens,0,0
11/01/2020,utla,E08000013,St. Helens,0,0
14/01/2020,utla,W06000024,Merthyr Tydfil,0,
05/09/2020,utla,E10000013,Gloucestershire,5,0
10/01/2020,utla,E08000013,St. Helens,0,0
04/09/2020,utla,E10000013,Gloucestershire,3,0
02/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",161,23
03/09/2020,utla,E10000013,Gloucestershire,10,0
13/01/2020,utla,W06000024,Merthyr Tydfil,0,
09/02/2021,utla,E10000014,Hampshire,200,16
02/09/2020,utla,E10000013,Gloucestershire,4,0
07/02/2020,utla,S12000035,Argyll and Bute,0,0
01/02/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",158,4
12/02/2021,utla,E08000002,Bury,52,0
09/09/2020,utla,E06000046,Isle of Wight,1,0
01/09/2020,utla,E10000013,Gloucestershire,5,0
08/02/2021,utla,E10000014,Hampshire,232,12
08/08/2020,utla,E09000024,Merton,1,0
31/01/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",174,5
30/01/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",230,13
29/01/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",223,25
12/01/2020,utla,W06000024,Merthyr Tydfil,0,
09/01/2020,utla,E08000013,St. Helens,0,0
10/10/2020,utla,S12000036,City of Edinburgh,96,0
28/01/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",263,16
11/01/2020,utla,W06000024,Merthyr Tydfil,0,
18/05/2020,utla,S12000028,South Ayrshire,0,0
15/01/2020,utla,S12000008,East Ayrshire,0,0
01/02/2020,utla,E08000031,Wolverhampton,0,0
08/01/2020,utla,E08000013,St. Helens,0,0
09/10/2020,utla,S12000036,City of Edinburgh,124,0
17/05/2020,utla,S12000028,South Ayrshire,0,0
08/09/2020,utla,E06000046,Isle of Wight,3,0
27/01/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",206,44
10/01/2020,utla,W06000024,Merthyr Tydfil,0,
14/01/2020,utla,S12000008,East Ayrshire,0,0
25/03/2020,utla,W06000002,Gwynedd,0,
12/02/2020,utla,E09000031,Waltham Forest,0,0
12/04/2020,utla,S12000023,Orkney Islands,0,0
31/01/2020,utla,E08000031,Wolverhampton,0,0
24/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
06/02/2020,utla,S12000035,Argyll and Bute,0,0
08/10/2020,utla,S12000036,City of Edinburgh,114,0
16/05/2020,utla,S12000028,South Ayrshire,0,0
07/09/2020,utla,E06000046,Isle of Wight,4,0
09/01/2020,utla,W06000024,Merthyr Tydfil,0,
07/01/2020,utla,E08000013,St. Helens,0,0
11/04/2020,utla,S12000023,Orkney Islands,0,0
30/01/2020,utla,E08000031,Wolverhampton,0,0
08/01/2020,utla,W06000024,Merthyr Tydfil,0,
07/01/2020,utla,W06000024,Merthyr Tydfil,0,
29/01/2020,utla,E08000031,Wolverhampton,0,0
01/02/2021,utla,W06000004,Denbighshire,12,
06/01/2020,utla,W06000024,Merthyr Tydfil,0,
11/02/2020,utla,E09000031,Waltham Forest,0,0
01/11/2020,utla,E10000024,Nottinghamshire,505,7
08/12/2020,utla,S12000042,Dundee City,22,0
28/01/2020,utla,E08000031,Wolverhampton,0,0
31/10/2020,utla,E10000024,Nottinghamshire,475,8
28/06/2020,utla,S12000041,Angus,0,0
10/02/2020,utla,E09000031,Waltham Forest,0,0
05/01/2020,utla,W06000024,Merthyr Tydfil,0,
31/01/2021,utla,W06000004,Denbighshire,11,
30/10/2020,utla,E10000024,Nottinghamshire,411,6
27/06/2020,utla,S12000041,Angus,0,0
07/12/2020,utla,S12000042,Dundee City,14,0
27/01/2020,utla,E08000031,Wolverhampton,0,0
26/06/2020,utla,S12000041,Angus,0,0
04/01/2020,utla,W06000024,Merthyr Tydfil,0,
09/02/2020,utla,E09000031,Waltham Forest,0,0
29/10/2020,utla,E10000024,Nottinghamshire,436,6
11/02/2021,utla,E08000002,Bury,72,1
26/01/2020,utla,E08000031,Wolverhampton,0,0
25/06/2020,utla,S12000041,Angus,0,0
30/01/2021,utla,W06000004,Denbighshire,16,
21/10/2020,utla,S12000006,Dumfries and Galloway,16,1
08/02/2020,utla,E09000031,Waltham Forest,0,0
03/01/2020,utla,W06000024,Merthyr Tydfil,0,
06/12/2020,utla,S12000042,Dundee City,25,0
28/10/2020,utla,E10000024,Nottinghamshire,421,5
10/02/2021,utla,E08000002,Bury,44,3
24/06/2020,utla,S12000041,Angus,0,0
25/01/2020,utla,E08000031,Wolverhampton,0,0
20/10/2020,utla,S12000006,Dumfries and Galloway,16,1
07/02/2020,utla,E09000031,Waltham Forest,0,0
09/02/2021,utla,E08000002,Bury,66,1
29/01/2021,utla,W06000004,Denbighshire,14,
24/01/2020,utla,E08000031,Wolverhampton,0,0
05/12/2020,utla,S12000042,Dundee City,20,0
08/02/2021,utla,E08000002,Bury,48,1
23/01/2020,utla,E08000031,Wolverhampton,0,0
28/01/2021,utla,W06000004,Denbighshire,21,
12/02/2021,utla,S12000027,Shetland Islands,0,0
06/02/2020,utla,E09000031,Waltham Forest,0,0
22/01/2020,utla,E08000031,Wolverhampton,0,0
04/12/2020,utla,S12000042,Dundee City,27,4
07/02/2021,utla,E08000002,Bury,57,0
27/01/2021,utla,W06000004,Denbighshire,11,
07/02/2021,utla,E10000014,Hampshire,271,13
21/01/2020,utla,E08000031,Wolverhampton,0,0
06/02/2021,utla,E08000002,Bury,60,0
26/01/2021,utla,W06000004,Denbighshire,16,
20/01/2020,utla,E08000031,Wolverhampton,0,0
25/01/2021,utla,W06000004,Denbighshire,28,
05/02/2021,utla,E08000002,Bury,61,3
24/01/2021,utla,W06000004,Denbighshire,27,
31/08/2020,utla,E10000013,Gloucestershire,9,0
04/02/2021,utla,E08000002,Bury,64,0
03/12/2020,utla,S12000042,Dundee City,36,3
30/08/2020,utla,E10000013,Gloucestershire,13,0
23/06/2020,utla,S12000041,Angus,0,0
03/02/2021,utla,E08000002,Bury,53,3
19/01/2020,utla,E08000031,Wolverhampton,0,0
02/12/2020,utla,S12000042,Dundee City,27,1
23/01/2021,utla,W06000004,Denbighshire,36,
22/06/2020,utla,S12000041,Angus,0,0
18/01/2020,utla,E08000031,Wolverhampton,0,0
17/01/2020,utla,E08000031,Wolverhampton,0,0
16/01/2020,utla,E08000031,Wolverhampton,0,0
26/01/2021,utla,E06000058,"Bournemouth, Christchurch and Poole",223,35
02/02/2021,utla,E08000002,Bury,48,2
06/01/2020,utla,E08000013,St. Helens,0,0
01/02/2021,utla,E08000002,Bury,49,0
05/01/2020,utla,E08000013,St. Helens,0,0
31/01/2021,utla,E08000002,Bury,61,0
15/05/2020,utla,S12000028,South Ayrshire,0,0
24/03/2020,utla,W06000002,Gwynedd,0,
30/01/2021,utla,E08000002,Bury,63,2
23/03/2020,utla,W06000002,Gwynedd,0,
05/02/2020,utla,S12000035,Argyll and Bute,0,0
29/01/2021,utla,E08000002,Bury,78,4
22/03/2020,utla,W06000002,Gwynedd,0,
04/02/2020,utla,S12000035,Argyll and Bute,0,0
04/01/2020,utla,E08000013,St. Helens,0,0
06/02/2021,utla,E10000014,Hampshire,292,18
28/01/2021,utla,E08000002,Bury,83,3
14/05/2020,utla,S12000028,South Ayrshire,0,0
21/03/2020,utla,W06000002,Gwynedd,0,
13/05/2020,utla,S12000028,South Ayrshire,0,0
12/05/2020,utla,S12000028,South Ayrshire,0,0
11/05/2020,utla,S12000028,South Ayrshire,0,0
03/02/2020,utla,S12000035,Argyll and Bute,0,0
02/02/2020,utla,S12000035,Argyll and Bute,0,0
10/05/2020,utla,S12000028,South Ayrshire,0,0
12/02/2021,utla,S12000045,East Dunbartonshire,8,0
09/05/2020,utla,S12000028,South Ayrshire,0,0
01/02/2020,utla,S12000035,Argyll and Bute,0,0
11/02/2021,utla,S12000045,East Dunbartonshire,16,2
08/05/2020,utla,S12000028,South Ayrshire,0,0
27/10/2020,utla,E10000024,Nottinghamshire,367,4
05/02/2020,utla,E09000031,Waltham Forest,0,0
31/01/2020,utla,S12000035,Argyll and Bute,0,0
11/02/2021,utla,S12000027,Shetland Islands,0,0
10/02/2021,utla,S12000045,East Dunbartonshire,6,0
04/02/2020,utla,E09000031,Waltham Forest,0,0
30/01/2020,utla,S12000035,Argyll and Bute,0,0
10/02/2021,utla,S12000027,Shetland Islands,0,0
09/02/2021,utla,S12000045,East Dunbartonshire,22,1
07/05/2020,utla,S12000028,South Ayrshire,0,0
07/08/2020,utla,E09000024,Merton,2,0
29/01/2020,utla,S12000035,Argyll and Bute,0,0
08/02/2021,utla,S12000045,East Dunbartonshire,17,0
06/08/2020,utla,E09000024,Merton,3,0
06/05/2020,utla,S12000028,South Ayrshire,0,0
09/02/2021,utla,S12000027,Shetland Islands,1,0
03/02/2020,utla,E09000031,Waltham Forest,0,0
07/02/2021,utla,S12000045,East Dunbartonshire,10,0
05/05/2020,utla,S12000028,South Ayrshire,0,0
04/05/2020,utla,S12000028,South Ayrshire,0,0
06/02/2021,utla,S12000045,East Dunbartonshire,25,1
29/08/2020,utla,E10000013,Gloucestershire,4,0
21/06/2020,utla,S12000041,Angus,0,0
05/02/2021,utla,S12000045,East Dunbartonshire,17,4
28/08/2020,utla,E10000013,Gloucestershire,5,0
04/02/2021,utla,S12000045,East Dunbartonshire,24,0
27/08/2020,utla,E10000013,Gloucestershire,5,0
20/06/2020,utla,S12000041,Angus,0,0
03/02/2021,utla,S12000045,East Dunbartonshire,17,3
23/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
06/09/2020,utla,E06000046,Isle of Wight,0,0
02/02/2021,utla,S12000045,East Dunbartonshire,17,3
22/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
10/04/2020,utla,S12000023,Orkney Islands,0,0
05/09/2020,utla,E06000046,Isle of Wight,0,0
01/02/2021,utla,S12000045,East Dunbartonshire,23,0
09/04/2020,utla,S12000023,Orkney Islands,0,0
21/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
04/09/2020,utla,E06000046,Isle of Wight,0,0
20/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
07/10/2020,utla,S12000036,City of Edinburgh,114,0
08/04/2020,utla,S12000023,Orkney Islands,0,0
19/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
03/09/2020,utla,E06000046,Isle of Wight,0,0
03/05/2020,utla,S12000028,South Ayrshire,0,0
06/10/2020,utla,S12000036,City of Edinburgh,117,1
07/04/2020,utla,S12000023,Orkney Islands,0,0
15/01/2020,utla,E08000031,Wolverhampton,0,0
02/09/2020,utla,E06000046,Isle of Wight,0,1
06/04/2020,utla,S12000023,Orkney Islands,0,0
22/01/2021,utla,W06000004,Denbighshire,43,
05/04/2020,utla,S12000023,Orkney Islands,0,0
01/09/2020,utla,E06000046,Isle of Wight,0,0
21/01/2021,utla,W06000004,Denbighshire,35,
20/01/2021,utla,W06000004,Denbighshire,38,
04/04/2020,utla,S12000023,Orkney Islands,0,0
31/08/2020,utla,E06000046,Isle of Wight,1,0
18/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
05/10/2020,utla,S12000036,City of Edinburgh,102,0
03/04/2020,utla,S12000023,Orkney Islands,0,0
17/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
30/08/2020,utla,E06000046,Isle of Wight,0,0
02/05/2020,utla,S12000028,South Ayrshire,0,0
04/10/2020,utla,S12000036,City of Edinburgh,137,0
02/04/2020,utla,S12000023,Orkney Islands,0,0
16/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
29/08/2020,utla,E06000046,Isle of Wight,1,0
01/05/2020,utla,S12000028,South Ayrshire,0,0
30/04/2020,utla,S12000028,South Ayrshire,0,0
28/08/2020,utla,E06000046,Isle of Wight,0,0
05/02/2021,utla,E10000014,Hampshire,406,29
29/04/2020,utla,S12000028,South Ayrshire,0,0
26/08/2020,utla,E10000013,Gloucestershire,3,0
28/04/2020,utla,S12000028,South Ayrshire,0,0
19/10/2020,utla,S12000006,Dumfries and Galloway,12,0
04/02/2021,utla,E10000014,Hampshire,396,23
25/08/2020,utla,E10000013,Gloucestershire,5,0
03/02/2021,utla,E10000014,Hampshire,341,42
18/10/2020,utla,S12000006,Dumfries and Galloway,7,0
27/08/2020,utla,E06000046,Isle of Wight,1,0
27/04/2020,utla,S12000028,South Ayrshire,0,0
24/08/2020,utla,E10000013,Gloucestershire,2,0
26/08/2020,utla,E06000046,Isle of Wight,0,0
26/04/2020,utla,S12000028,South Ayrshire,0,0
17/10/2020,utla,S12000006,Dumfries and Galloway,10,0
23/08/2020,utla,E10000013,Gloucestershire,3,0
25/04/2020,utla,S12000028,South Ayrshire,0,0
25/08/2020,utla,E06000046,Isle of Wight,1,0
16/10/2020,utla,S12000006,Dumfries and Galloway,29,0
24/08/2020,utla,E06000046,Isle of Wight,0,0
15/10/2020,utla,S12000006,Dumfries and Galloway,29,0
22/08/2020,utla,E10000013,Gloucestershire,5,0
08/02/2021,utla,S12000027,Shetland Islands,0,0
02/02/2021,utla,E10000014,Hampshire,291,33
26/10/2020,utla,E10000024,Nottinghamshire,377,5
21/08/2020,utla,E10000013,Gloucestershire,9,0
01/02/2021,utla,E10000014,Hampshire,361,10
25/10/2020,utla,E10000024,Nottinghamshire,354,4
14/10/2020,utla,S12000006,Dumfries and Galloway,15,0
07/02/2021,utla,S12000027,Shetland Islands,1,0
19/01/2021,utla,W06000004,Denbighshire,47,
13/10/2020,utla,S12000006,Dumfries and Galloway,24,0
24/10/2020,utla,E10000024,Nottinghamshire,488,2
02/02/2020,utla,E09000031,Waltham Forest,0,0
31/01/2021,utla,E10000014,Hampshire,323,30
18/01/2021,utla,W06000004,Denbighshire,50,
12/10/2020,utla,S12000006,Dumfries and Galloway,9,0
03/01/2020,utla,E08000013,St. Helens,0,0
05/08/2020,utla,E09000024,Merton,2,0
01/02/2020,utla,E09000031,Waltham Forest,0,0
17/01/2021,utla,W06000004,Denbighshire,40,
20/08/2020,utla,E10000013,Gloucestershire,6,0
31/01/2020,utla,E09000031,Waltham Forest,0,0
16/01/2021,utla,W06000004,Denbighshire,43,
13/01/2020,utla,S12000008,East Ayrshire,0,0
06/02/2021,utla,S12000027,Shetland Islands,0,0
27/01/2021,utla,E08000002,Bury,56,1
05/02/2021,utla,S12000027,Shetland Islands,0,0
04/02/2021,utla,S12000027,Shetland Islands,0,0
26/01/2021,utla,E08000002,Bury,93,4
23/10/2020,utla,E10000024,Nottinghamshire,394,6
03/02/2021,utla,S12000027,Shetland Islands,0,0
25/01/2021,utla,E08000002,Bury,67,1
02/02/2021,utla,S12000027,Shetland Islands,0,0
31/01/2021,utla,S12000045,East Dunbartonshire,17,0
22/10/2020,utla,E10000024,Nottinghamshire,429,4
19/08/2020,utla,E10000013,Gloucestershire,3,1
24/01/2021,utla,E08000002,Bury,47,0
14/01/2020,utla,E08000031,Wolverhampton,0,0
28/01/2020,utla,S12000035,Argyll and Bute,0,0
30/01/2021,utla,S12000045,East Dunbartonshire,37,1
13/01/2020,utla,E08000031,Wolverhampton,0,0
27/01/2020,utla,S12000035,Argyll and Bute,0,0
21/10/2020,utla,E10000024,Nottinghamshire,389,2
18/08/2020,utla,E10000013,Gloucestershire,5,0
12/01/2020,utla,E08000031,Wolverhampton,0,0
30/01/2020,utla,E09000031,Waltham Forest,0,0
26/01/2020,utla,S12000035,Argyll and Bute,0,0
29/01/2021,utla,S12000045,East Dunbartonshire,33,2
20/10/2020,utla,E10000024,Nottinghamshire,480,1
29/01/2020,utla,E09000031,Waltham Forest,0,0
11/01/2020,utla,E08000031,Wolverhampton,0,0
17/08/2020,utla,E10000013,Gloucestershire,2,0
25/01/2020,utla,S12000035,Argyll and Bute,0,0
28/01/2021,utla,S12000045,East Dunbartonshire,34,2
03/10/2020,utla,S12000036,City of Edinburgh,94,0
28/01/2020,utla,E09000031,Waltham Forest,0,0
19/10/2020,utla,E10000024,Nottinghamshire,482,6
10/01/2020,utla,E08000031,Wolverhampton,0,0
16/08/2020,utla,E10000013,Gloucestershire,5,0
24/01/2020,utla,S12000035,Argyll and Bute,0,0
27/01/2021,utla,S12000045,East Dunbartonshire,27,1
02/10/2020,utla,S12000036,City of Edinburgh,127,0
15/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
01/02/2021,utla,S12000027,Shetland Islands,0,0
01/10/2020,utla,S12000036,City of Edinburgh,109,0
14/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
26/01/2021,utla,S12000045,East Dunbartonshire,23,2
31/01/2021,utla,S12000027,Shetland Islands,0,0
30/09/2020,utla,S12000036,City of Edinburgh,113,0
13/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
25/01/2021,utla,S12000045,East Dunbartonshire,22,0
01/04/2020,utla,S12000023,Orkney Islands,0,0
30/01/2021,utla,S12000027,Shetland Islands,0,0
29/09/2020,utla,S12000036,City of Edinburgh,144,0
12/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
24/01/2021,utla,S12000045,East Dunbartonshire,18,0
29/01/2021,utla,S12000027,Shetland Islands,0,0
28/09/2020,utla,S12000036,City of Edinburgh,40,0
31/03/2020,utla,S12000023,Orkney Islands,0,0
11/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
23/01/2021,utla,S12000045,East Dunbartonshire,23,0
10/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
28/01/2021,utla,S12000027,Shetland Islands,0,0
27/09/2020,utla,S12000036,City of Edinburgh,31,0
22/01/2021,utla,S12000045,East Dunbartonshire,50,1
30/03/2020,utla,S12000023,Orkney Islands,0,0
26/09/2020,utla,S12000036,City of Edinburgh,80,0
09/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
27/01/2021,utla,S12000027,Shetland Islands,0,0
21/01/2021,utla,S12000045,East Dunbartonshire,51,2
29/03/2020,utla,S12000023,Orkney Islands,0,0
23/01/2021,utla,E08000002,Bury,89,4
25/09/2020,utla,S12000036,City of Edinburgh,71,0
08/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
22/01/2021,utla,E08000002,Bury,112,4
27/01/2020,utla,E09000031,Waltham Forest,0,0
24/09/2020,utla,S12000036,City of Edinburgh,41,0
21/01/2021,utla,E08000002,Bury,77,4
23/08/2020,utla,E06000046,Isle of Wight,1,0
23/09/2020,utla,S12000036,City of Edinburgh,36,0
20/01/2021,utla,E08000002,Bury,105,7
22/08/2020,utla,E06000046,Isle of Wight,0,0
26/01/2021,utla,S12000027,Shetland Islands,1,0
07/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
22/09/2020,utla,S12000036,City of Edinburgh,32,0
19/01/2021,utla,E08000002,Bury,89,3
06/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
25/01/2021,utla,S12000027,Shetland Islands,1,0
18/01/2021,utla,E08000002,Bury,73,2
05/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
09/01/2020,utla,E08000031,Wolverhampton,0,0
24/01/2021,utla,S12000027,Shetland Islands,0,0
21/08/2020,utla,E06000046,Isle of Wight,0,0
04/04/2020,utla,N09000004,Causeway Coast and Glens,0,0
08/01/2020,utla,E08000031,Wolverhampton,0,0
01/12/2020,utla,S12000042,Dundee City,15,0
20/08/2020,utla,E06000046,Isle of Wight,0,0
