date,areaType,areaCode,areaName,newCasesByPublishDate,newDeaths28DaysByPublishDate
12/05/2020,utla,E06000004,Stockton-on-Tees,12,0
30/03/2020,utla,S12000014,Falkirk,0,0
23/03/2020,utla,S12000018,Inverclyde,0,0
11/05/2020,utla,E06000004,Stockton-on-Tees,1,0
29/03/2020,utla,S12000014,Falkirk,0,0
22/03/2020,utla,S12000018,Inverclyde,0,0
25/03/2020,utla,E09000013,Hammersmith and Fulham,0,0
15/12/2020,utla,E08000016,Barnsley,76,3
28/03/2020,utla,S12000014,Falkirk,0,0
10/05/2020,utla,E06000004,Stockton-on-Tees,0,0
07/12/2020,utla,W06000016,Rhondda Cynon Taf,190,
24/03/2020,utla,E09000013,Hammersmith and Fulham,0,0
06/02/2021,utla,E06000033,Southend-on-Sea,69,4
14/12/2020,utla,E08000016,Barnsley,41,6
21/03/2020,utla,S12000018,Inverclyde,0,0
19/05/2020,utla,W06000019,Blaenau Gwent,0,
28/11/2020,utla,E09000029,Sutton,52,1
27/03/2020,utla,S12000014,Falkirk,0,0
05/01/2021,utla,E08000003,Manchester,237,11
02/08/2020,utla,E10000006,Cumbria,9,0
17/12/2020,utla,E06000037,West Berkshire,70,0
23/03/2020,utla,E09000013,Hammersmith and Fulham,0,0
15/07/2020,utla,E08000027,Dudley,0,0
05/02/2021,utla,E06000033,Southend-on-Sea,57,5
13/12/2020,utla,E08000016,Barnsley,65,2
27/11/2020,utla,E09000029,Sutton,43,1
26/03/2020,utla,S12000014,Falkirk,0,0
16/12/2020,utla,E06000037,West Berkshire,86,1
14/07/2020,utla,E08000027,Dudley,1,0
15/01/2021,utla,S12000013,Na h-Eileanan Siar,0,0
04/02/2021,utla,E06000033,Southend-on-Sea,79,3
03/02/2021,utla,E06000033,Southend-on-Sea,55,6
01/08/2020,utla,E10000006,Cumbria,10,0
02/02/2021,utla,E06000033,Southend-on-Sea,49,6
20/03/2020,utla,S12000018,Inverclyde,0,0
15/12/2020,utla,E06000037,West Berkshire,61,1
16/12/2020,utla,E10000017,Lancashire,468,12
01/02/2021,utla,E06000033,Southend-on-Sea,34,1
14/12/2020,utla,E06000037,West Berkshire,33,0
31/07/2020,utla,E10000006,Cumbria,6,0
13/07/2020,utla,E08000027,Dudley,2,0
31/01/2021,utla,E06000033,Southend-on-Sea,59,6
15/12/2020,utla,E10000017,Lancashire,357,12
19/03/2020,utla,S12000018,Inverclyde,0,0
30/07/2020,utla,E10000006,Cumbria,10,0
12/07/2020,utla,E08000027,Dudley,0,0
13/12/2020,utla,E06000037,West Berkshire,47,0
30/01/2021,utla,E06000033,Southend-on-Sea,46,6
29/01/2021,utla,E06000033,Southend-on-Sea,97,3
14/12/2020,utla,E10000017,Lancashire,239,9
12/12/2020,utla,E06000037,West Berkshire,35,2
04/02/2020,utla,E09000028,Southwark,0,0
18/03/2020,utla,S12000018,Inverclyde,0,0
11/12/2020,utla,E06000037,West Berkshire,34,1
03/02/2020,utla,E09000028,Southwark,0,0
16/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
10/12/2020,utla,E06000037,West Berkshire,36,0
06/02/2020,utla,E06000031,Peterborough,0,0
15/01/2020,utla,S12000010,East Lothian,0,0
15/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
03/01/2021,utla,E09000012,Hackney and City of London,386,0
04/06/2020,utla,E10000019,Lincolnshire,2,0
09/06/2020,utla,W06000021,Monmouthshire,0,
03/06/2020,utla,E10000019,Lincolnshire,0,0
02/06/2020,utla,E10000019,Lincolnshire,7,0
01/06/2020,utla,E10000019,Lincolnshire,0,0
02/02/2020,utla,E09000028,Southwark,0,0
28/01/2021,utla,E06000033,Southend-on-Sea,80,8
23/07/2020,utla,E06000054,Wiltshire,4,0
31/05/2020,utla,E10000019,Lincolnshire,0,0
29/07/2020,utla,E10000006,Cumbria,15,0
01/02/2020,utla,E09000028,Southwark,0,0
22/07/2020,utla,E06000054,Wiltshire,1,0
30/05/2020,utla,E10000019,Lincolnshire,9,0
27/01/2021,utla,E06000033,Southend-on-Sea,58,8
21/07/2020,utla,E06000054,Wiltshire,1,0
28/07/2020,utla,E10000006,Cumbria,6,0
29/05/2020,utla,E10000019,Lincolnshire,1,0
31/01/2020,utla,E09000028,Southwark,0,0
26/01/2021,utla,E06000033,Southend-on-Sea,58,12
20/07/2020,utla,E06000054,Wiltshire,4,0
06/12/2020,utla,W06000016,Rhondda Cynon Taf,239,
27/07/2020,utla,E10000006,Cumbria,5,0
25/01/2021,utla,E06000033,Southend-on-Sea,77,1
10/08/2020,utla,E08000032,Bradford,29,0
09/05/2020,utla,E06000004,Stockton-on-Tees,2,0
25/03/2020,utla,S12000014,Falkirk,0,0
18/05/2020,utla,W06000019,Blaenau Gwent,0,
26/11/2020,utla,E09000029,Sutton,28,0
24/01/2021,utla,E06000033,Southend-on-Sea,97,5
14/01/2021,utla,S12000013,Na h-Eileanan Siar,8,0
04/01/2021,utla,E08000003,Manchester,343,0
23/01/2021,utla,E06000033,Southend-on-Sea,124,5
08/05/2020,utla,E06000004,Stockton-on-Tees,24,0
19/07/2020,utla,E06000054,Wiltshire,3,0
17/05/2020,utla,W06000019,Blaenau Gwent,0,
12/12/2020,utla,E08000016,Barnsley,34,4
07/05/2020,utla,E06000004,Stockton-on-Tees,29,0
16/05/2020,utla,W06000019,Blaenau Gwent,0,
22/01/2021,utla,E06000033,Southend-on-Sea,147,12
06/05/2020,utla,E06000004,Stockton-on-Tees,6,0
09/12/2020,utla,E06000037,West Berkshire,39,0
11/12/2020,utla,E08000016,Barnsley,64,4
21/01/2021,utla,E06000033,Southend-on-Sea,125,10
05/05/2020,utla,E06000004,Stockton-on-Tees,7,0
15/05/2020,utla,W06000019,Blaenau Gwent,0,
11/07/2020,utla,E08000027,Dudley,3,0
14/05/2020,utla,W06000019,Blaenau Gwent,0,
20/01/2021,utla,E06000033,Southend-on-Sea,145,10
29/03/2020,utla,W06000008,Ceredigion,0,
10/12/2020,utla,E08000016,Barnsley,66,1
04/05/2020,utla,E06000004,Stockton-on-Tees,2,0
28/03/2020,utla,W06000008,Ceredigion,0,
19/01/2021,utla,E06000033,Southend-on-Sea,109,19
13/05/2020,utla,W06000019,Blaenau Gwent,0,
09/12/2020,utla,E08000016,Barnsley,54,3
27/03/2020,utla,W06000008,Ceredigion,0,
26/07/2020,utla,E10000006,Cumbria,7,0
12/05/2020,utla,W06000019,Blaenau Gwent,0,
10/07/2020,utla,E08000027,Dudley,0,0
22/03/2020,utla,E09000013,Hammersmith and Fulham,0,0
08/12/2020,utla,E08000016,Barnsley,25,6
03/05/2020,utla,E06000004,Stockton-on-Tees,3,0
25/07/2020,utla,E10000006,Cumbria,2,0
18/01/2021,utla,E06000033,Southend-on-Sea,156,0
07/12/2020,utla,E08000016,Barnsley,36,2
05/02/2020,utla,E06000031,Peterborough,0,0
14/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
24/03/2020,utla,S12000014,Falkirk,0,0
13/01/2021,utla,S12000013,Na h-Eileanan Siar,0,0
13/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
23/03/2020,utla,S12000014,Falkirk,0,0
04/02/2020,utla,E06000031,Peterborough,0,0
06/12/2020,utla,E08000016,Barnsley,51,2
19/03/2020,utla,S12000017,Highland,0,0
17/01/2021,utla,E06000033,Southend-on-Sea,186,3
22/03/2020,utla,S12000014,Falkirk,0,0
08/06/2020,utla,W06000021,Monmouthshire,0,
14/01/2020,utla,S12000010,East Lothian,0,0
18/03/2020,utla,S12000017,Highland,0,0
02/01/2021,utla,E09000012,Hackney and City of London,334,0
21/03/2020,utla,S12000014,Falkirk,0,0
07/06/2020,utla,W06000021,Monmouthshire,1,
24/07/2020,utla,E10000006,Cumbria,10,0
17/03/2020,utla,S12000017,Highland,0,0
16/01/2021,utla,E06000033,Southend-on-Sea,146,9
20/03/2020,utla,S12000014,Falkirk,0,0
06/06/2020,utla,W06000021,Monmouthshire,0,
15/01/2021,utla,E06000033,Southend-on-Sea,220,15
16/03/2020,utla,S12000017,Highland,0,0
19/03/2020,utla,S12000014,Falkirk,0,0
05/06/2020,utla,W06000021,Monmouthshire,1,
18/03/2020,utla,S12000014,Falkirk,0,0
13/01/2020,utla,S12000010,East Lothian,0,0
15/03/2020,utla,S12000017,Highland,0,0
14/01/2021,utla,E06000033,Southend-on-Sea,171,16
01/01/2021,utla,E09000012,Hackney and City of London,496,4
17/03/2020,utla,S12000014,Falkirk,0,0
13/01/2021,utla,E06000033,Southend-on-Sea,183,15
04/06/2020,utla,W06000021,Monmouthshire,1,
23/07/2020,utla,E10000006,Cumbria,7,0
14/03/2020,utla,S12000017,Highland,0,0
28/05/2020,utla,E10000019,Lincolnshire,14,0
12/01/2021,utla,E06000033,Southend-on-Sea,159,14
16/03/2020,utla,S12000014,Falkirk,0,0
22/07/2020,utla,E10000006,Cumbria,8,0
13/03/2020,utla,S12000017,Highland,0,0
12/03/2020,utla,S12000017,Highland,0,0
11/01/2021,utla,E06000033,Southend-on-Sea,167,0
21/07/2020,utla,E10000006,Cumbria,1,0
30/01/2020,utla,E09000028,Southwark,0,0
12/01/2020,utla,S12000010,East Lothian,0,0
11/03/2020,utla,S12000017,Highland,0,0
20/07/2020,utla,E10000006,Cumbria,9,0
15/03/2020,utla,S12000014,Falkirk,0,0
31/12/2020,utla,E09000012,Hackney and City of London,324,9
10/01/2021,utla,E06000033,Southend-on-Sea,243,6
05/12/2020,utla,W06000016,Rhondda Cynon Taf,149,
29/01/2020,utla,E09000028,Southwark,0,0
28/01/2020,utla,E09000028,Southwark,0,0
17/03/2020,utla,S12000018,Inverclyde,0,0
27/01/2020,utla,E09000028,Southwark,0,0
11/01/2020,utla,S12000010,East Lothian,0,0
30/12/2020,utla,E09000012,Hackney and City of London,358,1
26/01/2020,utla,E09000028,Southwark,0,0
04/12/2020,utla,W06000016,Rhondda Cynon Taf,121,
25/01/2020,utla,E09000028,Southwark,0,0
09/08/2020,utla,E08000032,Bradford,73,0
09/01/2021,utla,E06000033,Southend-on-Sea,278,6
24/01/2020,utla,E09000028,Southwark,0,0
18/07/2020,utla,E06000054,Wiltshire,0,0
08/08/2020,utla,E08000032,Bradford,16,0
23/01/2020,utla,E09000028,Southwark,0,0
09/07/2020,utla,E08000027,Dudley,1,0
13/12/2020,utla,E10000017,Lancashire,353,7
07/08/2020,utla,E08000032,Bradford,54,0
08/07/2020,utla,E08000027,Dudley,1,0
07/07/2020,utla,E08000027,Dudley,0,0
25/11/2020,utla,E09000029,Sutton,44,0
12/12/2020,utla,E10000017,Lancashire,393,18
24/11/2020,utla,E09000029,Sutton,15,1
11/12/2020,utla,E10000017,Lancashire,358,15
08/01/2021,utla,E06000033,Southend-on-Sea,384,14
06/07/2020,utla,E08000027,Dudley,0,0
07/01/2021,utla,E06000033,Southend-on-Sea,197,11
10/12/2020,utla,E10000017,Lancashire,314,14
06/01/2021,utla,E06000033,Southend-on-Sea,307,4
26/03/2020,utla,W06000008,Ceredigion,0,
09/12/2020,utla,E10000017,Lancashire,334,18
05/12/2020,utla,E08000016,Barnsley,39,4
27/05/2020,utla,E10000019,Lincolnshire,10,0
08/12/2020,utla,E10000017,Lancashire,235,12
04/12/2020,utla,E08000016,Barnsley,57,3
12/01/2021,utla,S12000013,Na h-Eileanan Siar,3,0
03/12/2020,utla,E08000016,Barnsley,58,2
07/12/2020,utla,E10000017,Lancashire,265,6
26/05/2020,utla,E10000019,Lincolnshire,0,0
02/12/2020,utla,E08000016,Barnsley,63,8
06/12/2020,utla,E10000017,Lancashire,349,9
25/05/2020,utla,E10000019,Lincolnshire,0,0
01/12/2020,utla,E08000016,Barnsley,50,3
11/01/2021,utla,S12000013,Na h-Eileanan Siar,0,0
30/11/2020,utla,E08000016,Barnsley,45,3
10/01/2021,utla,S12000013,Na h-Eileanan Siar,0,0
24/05/2020,utla,E10000019,Lincolnshire,1,0
03/06/2020,utla,W06000021,Monmouthshire,4,
05/12/2020,utla,E10000017,Lancashire,300,23
29/11/2020,utla,E08000016,Barnsley,48,7
09/01/2021,utla,S12000013,Na h-Eileanan Siar,3,0
28/11/2020,utla,E08000016,Barnsley,61,6
04/12/2020,utla,E10000017,Lancashire,266,12
10/03/2020,utla,S12000017,Highland,0,0
08/12/2020,utla,E06000037,West Berkshire,19,0
19/07/2020,utla,E10000006,Cumbria,8,0
23/05/2020,utla,E10000019,Lincolnshire,1,0
09/03/2020,utla,S12000017,Highland,0,0
18/07/2020,utla,E10000006,Cumbria,12,0
08/01/2021,utla,S12000013,Na h-Eileanan Siar,1,0
14/03/2020,utla,S12000014,Falkirk,0,0
22/05/2020,utla,E10000019,Lincolnshire,13,0
08/03/2020,utla,S12000017,Highland,0,0
07/12/2020,utla,E06000037,West Berkshire,10,0
17/07/2020,utla,E10000006,Cumbria,11,0
11/05/2020,utla,W06000019,Blaenau Gwent,0,
16/07/2020,utla,E10000006,Cumbria,5,0
27/11/2020,utla,E08000016,Barnsley,86,9
15/07/2020,utla,E10000006,Cumbria,5,0
10/05/2020,utla,W06000019,Blaenau Gwent,0,
10/01/2020,utla,S12000010,East Lothian,0,0
25/01/2020,utla,E08000008,Tameside,0,0
21/03/2020,utla,E09000013,Hammersmith and Fulham,0,0
09/05/2020,utla,W06000019,Blaenau Gwent,0,
20/03/2020,utla,E09000013,Hammersmith and Fulham,0,0
26/11/2020,utla,E08000016,Barnsley,62,2
09/01/2020,utla,S12000010,East Lothian,0,0
01/02/2020,utla,E08000018,Rotherham,0,0
03/12/2020,utla,W06000016,Rhondda Cynon Taf,180,
17/07/2020,utla,E06000054,Wiltshire,0,0
03/01/2021,utla,E08000003,Manchester,238,1
25/11/2020,utla,E08000016,Barnsley,82,9
02/05/2020,utla,E06000004,Stockton-on-Tees,7,0
05/01/2021,utla,E06000033,Southend-on-Sea,341,10
02/01/2021,utla,E08000003,Manchester,235,3
24/11/2020,utla,E08000016,Barnsley,79,8
01/05/2020,utla,E06000004,Stockton-on-Tees,12,0
12/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
05/07/2020,utla,E08000027,Dudley,4,0
03/02/2020,utla,E06000031,Peterborough,0,0
30/04/2020,utla,E06000004,Stockton-on-Tees,9,0
23/11/2020,utla,E09000029,Sutton,54,2
04/01/2021,utla,E06000033,Southend-on-Sea,242,5
02/12/2020,utla,W06000016,Rhondda Cynon Taf,138,
22/11/2020,utla,E09000029,Sutton,41,2
25/03/2020,utla,W06000008,Ceredigion,0,
01/12/2020,utla,W06000016,Rhondda Cynon Taf,77,
29/04/2020,utla,E06000004,Stockton-on-Tees,4,0
29/12/2020,utla,E09000012,Hackney and City of London,552,0
21/11/2020,utla,E09000029,Sutton,71,0
24/03/2020,utla,W06000008,Ceredigion,0,
02/06/2020,utla,W06000021,Monmouthshire,0,
03/01/2021,utla,E06000033,Southend-on-Sea,266,2
22/01/2020,utla,E09000028,Southwark,0,0
20/11/2020,utla,E09000029,Sutton,20,2
30/11/2020,utla,W06000016,Rhondda Cynon Taf,72,
14/07/2020,utla,E10000006,Cumbria,4,0
19/11/2020,utla,E09000029,Sutton,40,2
02/01/2021,utla,E06000033,Southend-on-Sea,364,6
28/12/2020,utla,E09000012,Hackney and City of London,321,2
01/01/2021,utla,E06000033,Southend-on-Sea,283,5
13/07/2020,utla,E10000006,Cumbria,5,0
01/01/2021,utla,E08000003,Manchester,284,0
29/11/2020,utla,W06000016,Rhondda Cynon Taf,78,
31/12/2020,utla,E08000003,Manchester,311,2
27/12/2020,utla,E09000012,Hackney and City of London,343,0
30/12/2020,utla,E08000003,Manchester,202,7
07/01/2021,utla,S12000013,Na h-Eileanan Siar,1,0
12/07/2020,utla,E10000006,Cumbria,2,0
07/03/2020,utla,S12000017,Highland,0,0
31/12/2020,utla,E06000033,Southend-on-Sea,408,2
03/12/2020,utla,E10000017,Lancashire,327,6
28/11/2020,utla,W06000016,Rhondda Cynon Taf,204,
06/01/2021,utla,S12000013,Na h-Eileanan Siar,0,0
26/12/2020,utla,E09000012,Hackney and City of London,225,0
06/03/2020,utla,S12000017,Highland,0,0
13/03/2020,utla,S12000014,Falkirk,0,0
30/12/2020,utla,E06000033,Southend-on-Sea,371,6
18/11/2020,utla,E09000029,Sutton,44,1
05/01/2021,utla,S12000013,Na h-Eileanan Siar,11,0
02/12/2020,utla,E10000017,Lancashire,336,14
29/12/2020,utla,E08000003,Manchester,272,6
24/01/2020,utla,E08000008,Tameside,0,0
04/01/2021,utla,S12000013,Na h-Eileanan Siar,0,0
17/11/2020,utla,E09000029,Sutton,37,0
28/12/2020,utla,E08000003,Manchester,152,1
05/03/2020,utla,S12000017,Highland,0,0
23/01/2020,utla,E08000008,Tameside,0,0
03/01/2021,utla,S12000013,Na h-Eileanan Siar,0,0
22/01/2020,utla,E08000008,Tameside,0,0
06/12/2020,utla,E06000037,West Berkshire,19,1
04/03/2020,utla,S12000017,Highland,0,0
16/11/2020,utla,E09000029,Sutton,0,0
27/12/2020,utla,E08000003,Manchester,122,0
02/01/2021,utla,S12000013,Na h-Eileanan Siar,0,0
26/12/2020,utla,E08000003,Manchester,111,0
15/11/2020,utla,E09000029,Sutton,29,0
01/01/2021,utla,S12000013,Na h-Eileanan Siar,0,0
25/12/2020,utla,E08000003,Manchester,124,7
14/11/2020,utla,E09000029,Sutton,65,0
16/03/2020,utla,S12000018,Inverclyde,0,0
04/07/2020,utla,E08000027,Dudley,2,0
02/02/2020,utla,E06000031,Peterborough,0,0
11/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
23/11/2020,utla,E08000016,Barnsley,99,6
13/11/2020,utla,E09000029,Sutton,75,0
22/11/2020,utla,E08000016,Barnsley,57,5
12/11/2020,utla,E09000029,Sutton,71,2
21/11/2020,utla,E08000016,Barnsley,88,8
28/04/2020,utla,E06000004,Stockton-on-Tees,2,0
21/01/2020,utla,E09000028,Southwark,0,0
23/03/2020,utla,W06000008,Ceredigion,0,
01/06/2020,utla,W06000021,Monmouthshire,2,
20/11/2020,utla,E08000016,Barnsley,94,5
11/07/2020,utla,E10000006,Cumbria,2,0
31/05/2020,utla,W06000021,Monmouthshire,0,
20/01/2020,utla,E09000028,Southwark,0,0
30/05/2020,utla,W06000021,Monmouthshire,1,
01/02/2020,utla,E06000031,Peterborough,0,0
03/07/2020,utla,E08000027,Dudley,1,0
15/03/2020,utla,S12000018,Inverclyde,0,0
02/07/2020,utla,E08000027,Dudley,1,0
14/03/2020,utla,S12000018,Inverclyde,0,0
01/07/2020,utla,E08000027,Dudley,395,0
13/03/2020,utla,S12000018,Inverclyde,0,0
27/04/2020,utla,E06000004,Stockton-on-Tees,3,0
26/04/2020,utla,E06000004,Stockton-on-Tees,5,0
30/06/2020,utla,E08000027,Dudley,0,0
29/06/2020,utla,E08000027,Dudley,0,0
21/05/2020,utla,E10000019,Lincolnshire,2,0
28/06/2020,utla,E08000027,Dudley,2,0
11/11/2020,utla,E09000029,Sutton,57,0
31/12/2020,utla,S12000013,Na h-Eileanan Siar,1,0
10/11/2020,utla,E09000029,Sutton,24,3
20/05/2020,utla,E10000019,Lincolnshire,18,0
08/05/2020,utla,W06000019,Blaenau Gwent,0,
03/03/2020,utla,S12000017,Highland,0,0
09/11/2020,utla,E09000029,Sutton,43,2
30/12/2020,utla,S12000013,Na h-Eileanan Siar,1,0
05/12/2020,utla,E06000037,West Berkshire,20,0
27/11/2020,utla,W06000016,Rhondda Cynon Taf,108,
24/12/2020,utla,E08000003,Manchester,165,3
12/03/2020,utla,S12000018,Inverclyde,0,0
23/12/2020,utla,E08000003,Manchester,236,3
11/03/2020,utla,S12000018,Inverclyde,0,0
26/11/2020,utla,W06000016,Rhondda Cynon Taf,115,
21/01/2020,utla,E08000008,Tameside,0,0
22/12/2020,utla,E08000003,Manchester,158,4
10/03/2020,utla,S12000018,Inverclyde,0,0
10/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
10/07/2020,utla,E10000006,Cumbria,2,0
20/01/2020,utla,E08000008,Tameside,0,0
09/07/2020,utla,E10000006,Cumbria,10,0
09/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
25/11/2020,utla,W06000016,Rhondda Cynon Taf,104,
21/12/2020,utla,E08000003,Manchester,203,1
08/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
16/07/2020,utla,E06000054,Wiltshire,4,0
24/11/2020,utla,W06000016,Rhondda Cynon Taf,65,
19/01/2020,utla,E08000008,Tameside,0,0
09/03/2020,utla,S12000018,Inverclyde,0,0
23/11/2020,utla,W06000016,Rhondda Cynon Taf,112,
15/07/2020,utla,E06000054,Wiltshire,2,0
07/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
08/07/2020,utla,E10000006,Cumbria,10,0
08/03/2020,utla,S12000018,Inverclyde,0,0
07/03/2020,utla,S12000018,Inverclyde,0,0
19/11/2020,utla,E08000016,Barnsley,116,12
18/01/2020,utla,E08000008,Tameside,0,0
20/12/2020,utla,E08000003,Manchester,133,3
08/01/2020,utla,S12000010,East Lothian,0,0
29/05/2020,utla,W06000021,Monmouthshire,1,
07/07/2020,utla,E10000006,Cumbria,3,0
27/06/2020,utla,E08000027,Dudley,0,0
22/11/2020,utla,W06000016,Rhondda Cynon Taf,49,
22/03/2020,utla,W06000008,Ceredigion,0,
06/03/2020,utla,S12000018,Inverclyde,0,0
18/11/2020,utla,E08000016,Barnsley,132,7
17/01/2020,utla,E08000008,Tameside,0,0
06/07/2020,utla,E10000006,Cumbria,1,0
26/06/2020,utla,E08000027,Dudley,0,0
01/12/2020,utla,E10000017,Lancashire,351,23
21/11/2020,utla,W06000016,Rhondda Cynon Taf,119,
19/01/2020,utla,E09000028,Southwark,0,0
05/07/2020,utla,E10000006,Cumbria,0,0
25/06/2020,utla,E08000027,Dudley,0,0
05/03/2020,utla,S12000018,Inverclyde,0,0
07/05/2020,utla,W06000019,Blaenau Gwent,0,
30/11/2020,utla,E10000017,Lancashire,173,6
18/01/2020,utla,E09000028,Southwark,0,0
04/03/2020,utla,S12000018,Inverclyde,0,0
20/11/2020,utla,W06000016,Rhondda Cynon Taf,108,
06/05/2020,utla,W06000019,Blaenau Gwent,0,
04/07/2020,utla,E10000006,Cumbria,6,0
17/01/2020,utla,E09000028,Southwark,0,0
05/05/2020,utla,W06000019,Blaenau Gwent,0,
19/11/2020,utla,W06000016,Rhondda Cynon Taf,111,
03/07/2020,utla,E10000006,Cumbria,9,0
04/05/2020,utla,W06000019,Blaenau Gwent,0,
29/11/2020,utla,E10000017,Lancashire,276,14
18/11/2020,utla,W06000016,Rhondda Cynon Taf,66,
03/05/2020,utla,W06000019,Blaenau Gwent,0,
02/07/2020,utla,E10000006,Cumbria,3,0
03/03/2020,utla,S12000018,Inverclyde,0,0
01/07/2020,utla,E10000006,Cumbria,354,0
21/03/2020,utla,W06000008,Ceredigion,0,
02/03/2020,utla,S12000018,Inverclyde,0,0
16/01/2020,utla,E09000028,Southwark,0,0
25/04/2020,utla,E06000004,Stockton-on-Tees,17,0
30/06/2020,utla,E10000006,Cumbria,4,0
20/03/2020,utla,W06000008,Ceredigion,0,
24/04/2020,utla,E06000004,Stockton-on-Tees,23,0
29/06/2020,utla,E10000006,Cumbria,2,0
23/04/2020,utla,E06000004,Stockton-on-Tees,31,0
28/06/2020,utla,E10000006,Cumbria,2,0
12/03/2020,utla,S12000014,Falkirk,0,0
02/03/2020,utla,S12000017,Highland,0,0
11/03/2020,utla,S12000014,Falkirk,0,0
19/05/2020,utla,E10000019,Lincolnshire,1,0
10/03/2020,utla,S12000014,Falkirk,0,0
19/03/2020,utla,W06000008,Ceredigion,0,
18/03/2020,utla,W06000008,Ceredigion,0,
18/05/2020,utla,E10000019,Lincolnshire,2,0
09/03/2020,utla,S12000014,Falkirk,0,0
17/03/2020,utla,W06000008,Ceredigion,0,
27/06/2020,utla,E10000006,Cumbria,1,0
14/07/2020,utla,E06000054,Wiltshire,2,0
17/05/2020,utla,E10000019,Lincolnshire,4,0
13/07/2020,utla,E06000054,Wiltshire,1,0
12/07/2020,utla,E06000054,Wiltshire,1,0
26/06/2020,utla,E10000006,Cumbria,2,0
11/07/2020,utla,E06000054,Wiltshire,1,0
25/06/2020,utla,E10000006,Cumbria,3,0
10/07/2020,utla,E06000054,Wiltshire,1,0
29/12/2020,utla,S12000013,Na h-Eileanan Siar,2,0
16/05/2020,utla,E10000019,Lincolnshire,21,0
16/01/2020,utla,E08000008,Tameside,0,0
08/03/2020,utla,S12000014,Falkirk,0,0
28/12/2020,utla,S12000013,Na h-Eileanan Siar,0,0
15/01/2020,utla,E08000008,Tameside,0,0
15/05/2020,utla,E10000019,Lincolnshire,13,0
01/03/2020,utla,S12000018,Inverclyde,0,0
31/01/2020,utla,E06000031,Peterborough,0,0
06/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
07/03/2020,utla,S12000014,Falkirk,0,0
28/05/2020,utla,W06000021,Monmouthshire,0,
28/11/2020,utla,E10000017,Lancashire,322,8
27/05/2020,utla,W06000021,Monmouthshire,0,
14/05/2020,utla,E10000019,Lincolnshire,6,0
14/01/2020,utla,E08000008,Tameside,0,0
30/01/2020,utla,E06000031,Peterborough,0,0
09/07/2020,utla,E06000054,Wiltshire,5,0
13/05/2020,utla,E10000019,Lincolnshire,19,0
13/01/2020,utla,E08000008,Tameside,0,0
12/01/2020,utla,E08000008,Tameside,0,0
08/07/2020,utla,E06000054,Wiltshire,1,0
08/11/2020,utla,E09000029,Sutton,30,0
07/07/2020,utla,E06000054,Wiltshire,1,0
11/01/2020,utla,E08000008,Tameside,0,0
12/05/2020,utla,E10000019,Lincolnshire,61,0
06/07/2020,utla,E06000054,Wiltshire,0,0
29/02/2020,utla,S12000018,Inverclyde,0,0
10/01/2020,utla,E08000008,Tameside,0,0
17/11/2020,utla,W06000016,Rhondda Cynon Taf,89,
17/11/2020,utla,E08000016,Barnsley,104,16
29/01/2020,utla,E06000031,Peterborough,0,0
11/05/2020,utla,E10000019,Lincolnshire,0,0
09/01/2020,utla,E08000008,Tameside,0,0
27/12/2020,utla,S12000013,Na h-Eileanan Siar,0,0
16/11/2020,utla,W06000016,Rhondda Cynon Taf,93,
05/07/2020,utla,E06000054,Wiltshire,1,0
16/11/2020,utla,E08000016,Barnsley,63,2
08/01/2020,utla,E08000008,Tameside,0,0
04/07/2020,utla,E06000054,Wiltshire,5,0
28/01/2020,utla,E06000031,Peterborough,0,0
07/01/2020,utla,E08000008,Tameside,0,0
15/11/2020,utla,E08000016,Barnsley,141,5
10/05/2020,utla,E10000019,Lincolnshire,1,0
06/01/2020,utla,E08000008,Tameside,0,0
02/05/2020,utla,W06000019,Blaenau Gwent,0,
05/01/2020,utla,E08000008,Tameside,0,0
22/04/2020,utla,E06000004,Stockton-on-Tees,8,0
01/05/2020,utla,W06000019,Blaenau Gwent,0,
30/04/2020,utla,W06000019,Blaenau Gwent,0,
25/12/2020,utla,E09000012,Hackney and City of London,284,1
21/04/2020,utla,E06000004,Stockton-on-Tees,3,0
24/06/2020,utla,E08000027,Dudley,0,0
01/03/2020,utla,S12000017,Highland,0,0
15/01/2020,utla,E09000028,Southwark,0,0
23/06/2020,utla,E08000027,Dudley,1,0
24/06/2020,utla,E10000006,Cumbria,0,0
24/12/2020,utla,E09000012,Hackney and City of London,383,1
19/03/2020,utla,E09000013,Hammersmith and Fulham,0,0
16/03/2020,utla,W06000008,Ceredigion,0,
22/06/2020,utla,E08000027,Dudley,0,0
23/06/2020,utla,E10000006,Cumbria,2,0
18/03/2020,utla,E09000013,Hammersmith and Fulham,0,0
23/12/2020,utla,E09000012,Hackney and City of London,332,0
22/06/2020,utla,E10000006,Cumbria,5,0
04/12/2020,utla,E06000037,West Berkshire,8,1
05/04/2020,utla,E06000040,Windsor and Maidenhead,0,0
