AcadYear,StuNo,Active,Activedate,CreatedDate
16,1607186,Y,01/12/2016,15/09/2016
16,1607394,Y,02/12/2016,08/09/2016
16,1608254,Y,04/12/2016,21/11/2016
16,364547,Y,06/12/2016,28/09/2016
16,1608323,Y,07/12/2016,06/12/2016
16,1608324,Y,07/12/2016,06/12/2016
16,1608325,Y,07/12/2016,06/12/2016
16,1608326,Y,07/12/2016,06/12/2016
16,1608327,Y,07/12/2016,06/12/2016
16,1608328,Y,07/12/2016,06/12/2016
16,1608329,Y,07/12/2016,06/12/2016
16,1608330,Y,07/12/2016,06/12/2016
16,1608331,Y,07/12/2016,06/12/2016
16,1608332,Y,07/12/2016,06/12/2016
16,1608333,Y,07/12/2016,06/12/2016
16,1608334,Y,07/12/2016,06/12/2016
16,1608335,Y,07/12/2016,06/12/2016
16,1608336,Y,07/12/2016,06/12/2016
16,1608337,Y,07/12/2016,06/12/2016
16,1608338,Y,07/12/2016,06/12/2016
16,1608339,Y,07/12/2016,06/12/2016
16,1608340,Y,07/12/2016,06/12/2016
16,1608341,Y,07/12/2016,06/12/2016
16,1608342,Y,07/12/2016,06/12/2016
16,1608343,Y,07/12/2016,06/12/2016
16,1608344,Y,07/12/2016,06/12/2016
16,1608361,Y,07/12/2016,06/12/2016
16,1608345,Y,08/12/2016,06/12/2016
16,1608346,Y,08/12/2016,06/12/2016
16,1608347,Y,08/12/2016,06/12/2016
16,1608348,Y,08/12/2016,06/12/2016
16,1608349,Y,08/12/2016,06/12/2016
16,1608350,Y,08/12/2016,06/12/2016
16,1608351,Y,08/12/2016,06/12/2016
16,1608352,Y,08/12/2016,06/12/2016
16,1608353,Y,08/12/2016,06/12/2016
16,1608354,Y,08/12/2016,06/12/2016
16,1608355,Y,08/12/2016,06/12/2016
16,1608356,Y,08/12/2016,06/12/2016
16,1608357,Y,08/12/2016,06/12/2016
16,1608358,Y,08/12/2016,06/12/2016
16,1608359,Y,08/12/2016,06/12/2016
16,1608360,Y,08/12/2016,06/12/2016
16,1606881,Y,09/12/2016,15/09/2016
16,1608110,Y,09/12/2016,28/11/2016
16,1607933,Y,12/12/2016,30/08/2016
16,1508537,Y,14/12/2016,06/09/2016
16,1607252,Y,15/12/2016,15/09/2016
16,1604644,Y,19/12/2016,11/10/2016
16,1608165,Y,19/12/2016,11/10/2016
16,1607348,Y,21/12/2016,20/12/2016
16,1608175,Y,21/12/2016,20/12/2016
16,1608374,Y,21/12/2016,20/12/2016
16,1608174,Y,22/12/2016,20/12/2016
16,1506803,Y,23/12/2016,02/09/2016
16,1607677,Y,28/12/2016,20/12/2016
16,1607936,Y,28/12/2016,28/11/2016
16,1608373,Y,30/12/2016,20/12/2016
16,603586,Y,02/01/2017,28/11/2016
16,1608063,Y,02/01/2017,20/12/2016
16,1608271,Y,03/01/2017,28/11/2016
16,1607944,Y,06/01/2017,20/12/2016
16,1608378,Y,06/01/2017,04/01/2017
16,1608386,Y,09/01/2017,04/01/2017
16,1608242,Y,10/01/2017,20/12/2016
16,1608183,Y,11/01/2017,26/10/2016
16,1608141,Y,12/01/2017,11/01/2017
16,1608226,Y,12/01/2017,11/01/2017
16,1608226,Y,12/01/2017,11/01/2017
16,1608379,Y,12/01/2017,11/01/2017
16,1608387,Y,12/01/2017,04/01/2017
16,1608065,Y,13/01/2017,14/09/2016
16,1608171,Y,13/01/2017,20/12/2016
16,1608176,Y,13/01/2017,20/12/2016
16,1608177,Y,13/01/2017,20/12/2016
16,1608255,Y,13/01/2017,20/12/2016
16,1608259,Y,13/01/2017,20/12/2016
16,1608375,Y,13/01/2017,20/12/2016
16,1608376,Y,13/01/2017,20/12/2016
16,1608289,Y,17/01/2017,19/12/2016
16,1608384,Y,17/01/2017,04/01/2017
16,1602994,Y,18/01/2017,11/01/2017
16,1602994,Y,18/01/2017,11/01/2017
16,1607335,Y,18/01/2017,08/09/2016
16,1607395,Y,18/01/2017,08/09/2016
16,1608033,Y,18/01/2017,12/09/2016
16,1608034,Y,18/01/2017,12/09/2016
16,1608227,Y,18/01/2017,11/01/2017
16,1608227,Y,18/01/2017,11/01/2017
16,1608228,Y,18/01/2017,11/01/2017
16,1608228,Y,18/01/2017,11/01/2017
16,1608245,Y,18/01/2017,21/11/2016
16,1608246,Y,18/01/2017,21/11/2016
16,1608247,Y,18/01/2017,21/11/2016
16,1608257,Y,18/01/2017,21/11/2016
16,1608377,Y,18/01/2017,11/01/2017
16,1608377,Y,18/01/2017,11/01/2017
16,7,Y,19/01/2017,21/12/2016
16,1608016,Y,22/01/2017,07/09/2016
16,1608290,Y,22/01/2017,19/12/2016
16,905493,Y,23/01/2017,08/09/2016
16,1608147,Y,23/01/2017,23/01/2017
16,1600652,Y,26/01/2017,22/08/2016
16,1601936,Y,26/01/2017,22/08/2016
16,1602610,Y,26/01/2017,22/08/2016
16,1603223,Y,26/01/2017,22/08/2016
16,1604974,Y,26/01/2017,22/08/2016
16,1605157,Y,26/01/2017,22/08/2016
16,1605685,Y,26/01/2017,22/08/2016
16,1605889,Y,26/01/2017,22/08/2016
16,1606191,Y,26/01/2017,22/08/2016
16,1606654,Y,26/01/2017,02/09/2016
16,1606930,Y,26/01/2017,22/08/2016
16,1607141,Y,26/01/2017,23/01/2017
16,1607731,Y,26/01/2017,23/01/2017
16,1607934,Y,26/01/2017,01/09/2016
16,1608365,Y,26/01/2017,25/01/2017
16,405116,Y,27/01/2017,25/01/2017
16,1608428,Y,27/01/2017,25/01/2017
16,1607599,Y,29/01/2017,05/09/2016
16,1608260,Y,29/01/2017,25/01/2017
16,1608436,Y,30/01/2017,25/01/2017
16,1607413,Y,31/01/2017,15/09/2016
16,1608429,Y,31/01/2017,30/01/2017
16,1608437,Y,31/01/2017,26/01/2017
16,1608394,Y,01/02/2017,25/01/2017
16,1608433,Y,01/02/2017,25/01/2017
16,1608435,Y,01/02/2017,25/01/2017
16,1607598,Y,02/02/2017,05/09/2016
16,1607600,Y,02/02/2017,05/09/2016
16,1608363,Y,02/02/2017,25/01/2017
16,1608364,Y,02/02/2017,25/01/2017
16,1608366,Y,02/02/2017,25/01/2017
16,1608431,Y,02/02/2017,25/01/2017
16,1608432,Y,02/02/2017,25/01/2017
16,1608439,Y,02/02/2017,31/01/2017
16,1607707,Y,03/02/2017,23/01/2017
16,1608250,Y,03/02/2017,21/11/2016
16,1608391,Y,04/02/2017,23/01/2017
16,606487,Y,05/02/2017,21/11/2016
16,1608442,Y,06/02/2017,31/01/2017
16,1607597,Y,07/02/2017,23/01/2017
16,1608178,Y,07/02/2017,23/01/2017
16,1608249,Y,08/02/2017,21/11/2016
16,1608253,Y,08/02/2017,21/11/2016
16,1608400,Y,08/02/2017,26/01/2017
16,1608256,Y,09/02/2017,23/01/2017
16,1608281,Y,09/02/2017,23/01/2017
16,1608270,Y,10/02/2017,23/01/2017
16,1608127,Y,12/02/2017,23/01/2017
16,1608430,Y,13/02/2017,30/01/2017
16,1607982,Y,14/02/2017,06/09/2016
16,1607985,Y,14/02/2017,06/09/2016
16,1607994,Y,14/02/2017,06/09/2016
16,1608010,Y,14/02/2017,06/09/2016
16,1608392,Y,14/02/2017,23/01/2017
16,1105462,Y,16/02/2017,06/09/2016
16,1508539,Y,16/02/2017,06/09/2016
16,1508541,Y,16/02/2017,06/09/2016
16,1608003,Y,16/02/2017,06/09/2016
16,1608191,Y,16/02/2017,26/10/2016
16,1608397,Y,16/02/2017,23/01/2017
16,1607735,Y,20/02/2017,25/01/2017
16,1608396,Y,28/02/2017,25/01/2017
16,1608369,Y,04/03/2017,23/01/2017
16,204198,Y,09/03/2017,13/09/2016
16,105029,Y,12/03/2017,21/11/2016
16,1607607,Y,15/03/2017,23/01/2017
16,1608282,Y,19/03/2017,23/01/2017
16,1607460,Y,23/03/2017,15/09/2016
16,1608398,Y,23/03/2017,11/01/2017
16,1607453,Y,30/03/2017,29/03/2017
16,1608189,Y,03/04/2017,26/10/2016
16,1607744,Y,24/04/2017,23/01/2017
16,1608393,Y,25/04/2017,23/01/2017
16,1607405,Y,26/04/2017,15/09/2016
16,1608006,Y,26/04/2017,06/09/2016
16,1608243,Y,26/04/2017,10/11/2016
16,1608470,Y,26/04/2017,19/04/2017
16,1608471,Y,26/04/2017,19/04/2017
16,1608472,Y,26/04/2017,19/04/2017
16,1608473,Y,26/04/2017,19/04/2017
16,1608474,Y,26/04/2017,19/04/2017
16,1608475,Y,26/04/2017,19/04/2017
16,1608476,Y,26/04/2017,19/04/2017
16,1608477,Y,26/04/2017,19/04/2017
16,1608478,Y,26/04/2017,19/04/2017
16,1608479,Y,26/04/2017,19/04/2017
16,1608480,Y,26/04/2017,19/04/2017
16,1608481,Y,26/04/2017,19/04/2017
16,1608482,Y,26/04/2017,19/04/2017
16,1608483,Y,26/04/2017,19/04/2017
16,1608484,Y,26/04/2017,19/04/2017
16,1608485,Y,26/04/2017,19/04/2017
16,1608486,Y,26/04/2017,19/04/2017
16,1608487,Y,26/04/2017,19/04/2017
16,1608488,Y,26/04/2017,19/04/2017
16,1608489,Y,26/04/2017,19/04/2017
16,1608490,Y,26/04/2017,19/04/2017
16,1608491,Y,26/04/2017,19/04/2017
16,1608492,Y,26/04/2017,19/04/2017
16,1608493,Y,26/04/2017,19/04/2017
16,1608494,Y,26/04/2017,19/04/2017
16,1608495,Y,26/04/2017,19/04/2017
16,1608496,Y,26/04/2017,19/04/2017
16,1608497,Y,26/04/2017,19/04/2017
16,1608498,Y,26/04/2017,19/04/2017
16,1608499,Y,26/04/2017,19/04/2017
16,1608500,Y,26/04/2017,19/04/2017
16,1608501,Y,26/04/2017,19/04/2017
16,1608502,Y,26/04/2017,19/04/2017
16,1608503,Y,26/04/2017,19/04/2017
16,1608504,Y,26/04/2017,19/04/2017
16,1608505,Y,26/04/2017,19/04/2017
16,1608506,Y,26/04/2017,19/04/2017
16,1608507,Y,26/04/2017,19/04/2017
16,1608508,Y,26/04/2017,19/04/2017
16,1608509,Y,26/04/2017,19/04/2017
16,1608510,Y,26/04/2017,19/04/2017
16,1608511,Y,26/04/2017,19/04/2017
16,1608512,Y,26/04/2017,19/04/2017
16,1608513,Y,26/04/2017,19/04/2017
16,1608515,Y,26/04/2017,19/04/2017
16,1608514,Y,28/04/2017,19/04/2017
16,1608132,Y,02/05/2017,23/01/2017
16,1607996,Y,04/05/2017,06/09/2016
16,1607996,Y,04/05/2017,06/09/2016
16,1607992,Y,09/05/2017,06/09/2016
16,1508536,Y,11/05/2017,06/09/2016
16,1608172,Y,05/06/2017,23/05/2017
16,1608616,Y,13/06/2017,17/05/2017
16,1608617,Y,13/06/2017,17/05/2017
16,1608618,Y,13/06/2017,17/05/2017
16,1608619,Y,13/06/2017,17/05/2017
16,1608620,Y,13/06/2017,17/05/2017
16,1608621,Y,13/06/2017,17/05/2017
16,1608622,Y,13/06/2017,17/05/2017
16,1608623,Y,13/06/2017,17/05/2017
16,1608624,Y,13/06/2017,17/05/2017
16,1608625,Y,13/06/2017,17/05/2017
16,1608626,Y,13/06/2017,17/05/2017
16,1608627,Y,13/06/2017,17/05/2017
16,1608628,Y,13/06/2017,17/05/2017
16,1608629,Y,13/06/2017,17/05/2017
16,1608630,Y,13/06/2017,17/05/2017
16,1608631,Y,13/06/2017,17/05/2017
16,1608632,Y,13/06/2017,17/05/2017
16,1608633,Y,13/06/2017,17/05/2017
16,1608634,Y,13/06/2017,17/05/2017
16,1608636,Y,13/06/2017,26/05/2017
16,1608637,Y,13/06/2017,26/05/2017
16,1608587,Y,15/06/2017,21/04/2017
16,1608588,Y,15/06/2017,21/04/2017
16,1608589,Y,15/06/2017,21/04/2017
16,1608590,Y,15/06/2017,21/04/2017
16,1608591,Y,15/06/2017,21/04/2017
16,1608592,Y,15/06/2017,21/04/2017
16,1608593,Y,15/06/2017,21/04/2017
16,1608594,Y,15/06/2017,21/04/2017
16,1608595,Y,15/06/2017,21/04/2017
16,1608596,Y,15/06/2017,21/04/2017
16,1608638,Y,15/06/2017,26/05/2017
16,1608639,Y,15/06/2017,26/05/2017
16,1608640,Y,15/06/2017,26/05/2017
16,1608641,Y,15/06/2017,26/05/2017
16,1608642,Y,15/06/2017,26/05/2017
16,1608644,Y,15/06/2017,26/05/2017
16,1608645,Y,15/06/2017,26/05/2017
16,1608646,Y,15/06/2017,26/05/2017
16,1608647,Y,15/06/2017,26/05/2017
16,1608648,Y,15/06/2017,26/05/2017
16,1608649,Y,15/06/2017,26/05/2017
16,1608650,Y,15/06/2017,26/05/2017
16,1608651,Y,15/06/2017,26/05/2017
16,1608652,Y,15/06/2017,26/05/2017
16,1608653,Y,15/06/2017,26/05/2017
16,1608654,Y,15/06/2017,26/05/2017
16,1608655,Y,15/06/2017,26/05/2017
16,1608656,Y,15/06/2017,26/05/2017
16,1608657,Y,15/06/2017,26/05/2017
16,1608658,Y,15/06/2017,26/05/2017
16,1608659,Y,15/06/2017,26/05/2017
16,1608660,Y,15/06/2017,26/05/2017
16,1608663,Y,15/06/2017,05/06/2017
16,1608664,Y,15/06/2017,07/06/2017
16,1608665,Y,15/06/2017,08/06/2017
16,1608666,Y,19/06/2017,15/06/2017
16,1608667,Y,19/06/2017,15/06/2017
16,1608668,Y,19/06/2017,15/06/2017
16,1608670,Y,19/06/2017,15/06/2017
16,1608671,Y,19/06/2017,15/06/2017
16,1608672,Y,19/06/2017,15/06/2017
16,1608673,Y,19/06/2017,15/06/2017
16,1608674,Y,19/06/2017,15/06/2017
16,1608675,Y,19/06/2017,15/06/2017
16,1608676,Y,19/06/2017,15/06/2017
16,1608677,Y,19/06/2017,15/06/2017
16,1608678,Y,19/06/2017,15/06/2017
16,1608679,Y,19/06/2017,15/06/2017
16,1608680,Y,19/06/2017,15/06/2017
16,1608681,Y,19/06/2017,15/06/2017
16,1608682,Y,19/06/2017,15/06/2017
16,1608683,Y,19/06/2017,15/06/2017
16,1608684,Y,19/06/2017,15/06/2017
16,1608685,Y,19/06/2017,15/06/2017
16,1608686,Y,19/06/2017,15/06/2017
16,1608687,Y,19/06/2017,15/06/2017
16,1608688,Y,19/06/2017,15/06/2017
16,1608689,Y,19/06/2017,15/06/2017
16,1608690,Y,19/06/2017,15/06/2017
16,1608691,Y,19/06/2017,15/06/2017
16,1608692,Y,19/06/2017,15/06/2017
16,1608693,Y,19/06/2017,15/06/2017
16,1608694,Y,19/06/2017,15/06/2017
16,1608695,Y,19/06/2017,15/06/2017
16,1608696,Y,19/06/2017,15/06/2017
16,1608697,Y,19/06/2017,15/06/2017
16,1608698,Y,19/06/2017,15/06/2017
16,1608699,Y,19/06/2017,15/06/2017
16,1608700,Y,19/06/2017,15/06/2017
16,1608701,Y,19/06/2017,15/06/2017
16,1608703,Y,22/06/2017,19/06/2017
16,1608704,Y,22/06/2017,21/06/2017
16,1705852,Y,25/06/2017,15/06/2017
16,1507007,Y,26/06/2017,15/06/2017
16,1608385,Y,26/06/2017,04/01/2017
16,1704154,Y,26/06/2017,15/06/2017
16,1704689,Y,26/06/2017,15/06/2017
16,1705876,Y,26/06/2017,15/06/2017
16,1706052,Y,26/06/2017,15/06/2017
16,1706058,Y,26/06/2017,15/06/2017
16,1706089,Y,26/06/2017,15/06/2017
16,1706138,Y,26/06/2017,15/06/2017
16,1706171,Y,26/06/2017,15/06/2017
16,1706174,Y,26/06/2017,15/06/2017
16,1706177,Y,26/06/2017,15/06/2017
16,1706182,Y,26/06/2017,15/06/2017
16,1706185,Y,26/06/2017,15/06/2017
16,1706214,Y,26/06/2017,15/06/2017
16,1706215,Y,26/06/2017,15/06/2017
16,1706216,Y,26/06/2017,15/06/2017
16,1608389,Y,27/06/2017,04/01/2017
16,1706191,Y,27/06/2017,15/06/2017
16,1607173,Y,28/06/2017,15/06/2017
16,1608706,Y,28/06/2017,27/06/2017
16,1704156,Y,03/07/2017,15/06/2017
16,1608707,Y,04/07/2017,28/06/2017
16,1608708,Y,04/07/2017,28/06/2017
16,1608709,Y,04/07/2017,28/06/2017
16,1608710,Y,04/07/2017,28/06/2017
16,1608711,Y,04/07/2017,28/06/2017
16,1608712,Y,04/07/2017,28/06/2017
16,1608713,Y,04/07/2017,28/06/2017
16,1608714,Y,04/07/2017,28/06/2017
16,1608715,Y,04/07/2017,28/06/2017
16,1608716,Y,04/07/2017,28/06/2017
16,1608717,Y,04/07/2017,28/06/2017
16,1608718,Y,04/07/2017,28/06/2017
16,1608719,Y,04/07/2017,28/06/2017
16,1608720,Y,04/07/2017,28/06/2017
16,1608721,Y,04/07/2017,28/06/2017
16,1608722,Y,04/07/2017,03/07/2017
16,1607553,Y,14/07/2017,23/01/2017
16,1608381,Y,26/07/2017,04/01/2017
16,1505975,Y,31/07/2017,27/07/2017
16,1706090,Y,31/07/2017,27/07/2017
16,1706102,Y,31/07/2017,27/07/2017
16,1706105,Y,31/07/2017,27/07/2017
16,1706173,Y,31/07/2017,27/07/2017
16,1706175,Y,31/07/2017,27/07/2017
16,1706361,Y,31/07/2017,27/07/2017
16,1706564,Y,31/07/2017,27/07/2017
16,1607725,Y,07/08/2017,08/09/2016
16,1706311,Y,07/08/2017,27/07/2017
16,1605968,Y,17/08/2017,05/09/2016
16,1607591,Y,01/09/2017,23/01/2017
16,1607602,Y,06/09/2017,05/10/2016
16,1607334,Y,12/09/2017,15/09/2016
16,1608280,Y,12/09/2017,23/01/2017
16,1607676,Y,19/09/2017,08/09/2016
16,1608027,Y,20/09/2017,12/09/2016
16,1508535,Y,21/09/2017,06/09/2016
16,1607687,Y,21/09/2017,08/09/2016
16,1607983,Y,22/09/2017,06/09/2016
16,1607336,Y,02/10/2017,08/09/2016
16,1608032,Y,14/10/2017,12/09/2016
16,1607564,Y,16/02/2018,15/09/2016
16,1405869,Y,07/03/2018,05/03/2018
16,1607368,Y,20/08/2018,08/09/2016
16,1600062,Y,10/08/2019,05/09/2016
16,400516,,,25/01/2017
16,606419,,,24/10/2016
16,901061,,,05/09/2016
16,1200695,,,05/09/2016
16,1201683,,,05/09/2016
16,1205534,,,05/09/2016
16,1300353,,,21/09/2016
16,1301463,,,29/03/2017
16,1402462,,,01/09/2016
16,1504514,,,05/09/2016
16,1505448,,,05/09/2016
16,1505490,,,07/12/2016
16,1508540,,,06/09/2016
16,1600585,,,07/09/2016
16,1601847,,,05/09/2016
16,1602210,,,15/09/2016
16,1602474,,,05/09/2016
16,1602908,,,05/09/2016
16,1603240,,,08/09/2016
16,1603811,,,05/09/2016
16,1604049,,,05/09/2016
16,1604210,,,13/09/2016
16,1604343,,,05/09/2016
16,1605191,,,05/09/2016
16,1605297,,,01/09/2016
16,1605960,,,05/09/2016
16,1606240,,,05/09/2016
16,1607099,,,08/09/2016
16,1607230,,,01/09/2016
16,1607418,,,15/08/2016
16,1607434,,,07/09/2016
16,1607446,,,08/09/2016
16,1607469,,,15/09/2016
16,1607485,,,07/09/2016
16,1607541,,,25/08/2016
16,1607551,,,28/11/2016
16,1607565,,,15/09/2016
16,1607621,,,02/09/2016
16,1607675,,,21/11/2016
16,1607684,,,08/09/2016
16,1607935,,,28/11/2016
16,1607984,,,06/09/2016
16,1607990,,,06/09/2016
16,1608015,,,07/09/2016
16,1608022,,,08/09/2016
16,1608031,,,12/09/2016
16,1608031,,,12/09/2016
16,1608056,,,19/09/2016
16,1608062,,,19/09/2016
16,1608079,,,19/09/2016
16,1608082,,,20/09/2016
16,1608112,,,26/09/2016
16,1608114,,,26/09/2016
16,1608115,,,26/09/2016
16,1608138,,,22/11/2016
16,1608166,,,11/10/2016
16,1608169,,,17/10/2016
16,1608170,,,03/11/2016
16,1608181,,,26/10/2016
16,1608182,,,26/10/2016
16,1608184,,,26/10/2016
16,1608186,,,26/10/2016
16,1608187,,,26/10/2016
16,1608229,,,08/11/2016
16,1608230,,,08/11/2016
16,1608231,,,08/11/2016
16,1608232,,,08/11/2016
16,1608233,,,08/11/2016
16,1608234,,,08/11/2016
16,1608235,,,08/11/2016
16,1608236,,,08/11/2016
16,1608237,,,08/11/2016
16,1608238,,,08/11/2016
16,1608239,,,08/11/2016
16,1608240,,,08/11/2016
16,1608241,,,08/11/2016
16,1608244,,,21/11/2016
16,1608272,,,29/03/2017
16,1608273,,,29/03/2017
16,1608274,,,29/03/2017
16,1608275,,,23/01/2017
16,1608276,,,23/01/2017
16,1608277,,,23/01/2017
16,1608278,,,23/01/2017
16,1608279,,,23/01/2017
16,1608283,,,23/01/2017
16,1608292,,,07/12/2016
16,1608296,,,07/12/2016
16,1608313,,,07/12/2016
16,1608322,,,07/12/2016
16,1608372,,,19/12/2016
16,1608380,,,04/01/2017
16,1608382,,,04/01/2017
16,1608383,,,04/01/2017
16,1608388,,,04/01/2017
16,1608390,,,11/01/2017
16,1608702,,,15/06/2017
16,98D02442,,,21/11/2016
17,1706479,Y,18/08/2017,17/08/2017
17,1401612,Y,22/08/2017,21/08/2017
17,1606955,Y,22/08/2017,21/08/2017
17,1607159,Y,22/08/2017,21/08/2017
17,1608731,Y,22/08/2017,21/08/2017
17,1700325,Y,22/08/2017,21/08/2017
17,1700913,Y,22/08/2017,21/08/2017
17,1701074,Y,22/08/2017,21/08/2017
17,1702536,Y,22/08/2017,21/08/2017
17,1703915,Y,22/08/2017,21/08/2017
17,1704468,Y,22/08/2017,21/08/2017
17,1705222,Y,22/08/2017,21/08/2017
17,1705797,Y,22/08/2017,21/08/2017
17,1705963,Y,22/08/2017,21/08/2017
17,1706011,Y,22/08/2017,21/08/2017
17,1706197,Y,22/08/2017,21/08/2017
17,1706418,Y,22/08/2017,21/08/2017
17,1706552,Y,22/08/2017,21/08/2017
17,1706708,Y,22/08/2017,21/08/2017
17,1706710,Y,22/08/2017,17/08/2017
17,1304459,Y,23/08/2017,21/08/2017
17,1503938,Y,23/08/2017,21/08/2017
17,1506646,Y,23/08/2017,22/08/2017
17,1606625,Y,23/08/2017,21/08/2017
17,1700225,Y,23/08/2017,22/08/2017
17,1700733,Y,23/08/2017,21/08/2017
17,1700916,Y,23/08/2017,22/08/2017
17,1705771,Y,23/08/2017,21/08/2017
17,1706099,Y,23/08/2017,22/08/2017
17,1402567,Y,24/08/2017,22/08/2017
17,1600304,Y,24/08/2017,24/08/2017
17,1607582,Y,24/08/2017,22/08/2017
17,1700290,Y,24/08/2017,21/08/2017
17,1700432,Y,24/08/2017,21/08/2017
17,1701070,Y,24/08/2017,22/08/2017
17,1702498,Y,24/08/2017,22/08/2017
17,1703769,Y,24/08/2017,24/08/2017
17,1705210,Y,24/08/2017,22/08/2017
17,1706301,Y,24/08/2017,21/08/2017
17,1706818,Y,24/08/2017,22/08/2017
17,1706820,Y,24/08/2017,22/08/2017
17,1706822,Y,24/08/2017,22/08/2017
17,95069611,Y,24/08/2017,21/08/2017
17,1100409,Y,25/08/2017,24/08/2017
17,1700324,Y,25/08/2017,21/08/2017
17,1701842,Y,25/08/2017,22/08/2017
17,1702745,Y,25/08/2017,24/08/2017
17,1706227,Y,25/08/2017,24/08/2017
17,1706287,Y,25/08/2017,24/08/2017
17,1706291,Y,25/08/2017,24/08/2017
17,1706308,Y,25/08/2017,24/08/2017
17,1706313,Y,25/08/2017,24/08/2017
17,1706333,Y,25/08/2017,24/08/2017
17,1706427,Y,25/08/2017,23/08/2017
17,1706478,Y,25/08/2017,24/08/2017
17,1706686,Y,25/08/2017,24/08/2017
17,1706737,Y,25/08/2017,24/08/2017
17,1706770,Y,25/08/2017,24/08/2017
17,1706827,Y,25/08/2017,22/08/2017
17,701497,Y,26/08/2017,22/08/2017
17,703397,Y,26/08/2017,24/08/2017
17,1702696,Y,26/08/2017,21/08/2017
17,1705180,Y,26/08/2017,21/08/2017
17,1701488,Y,27/08/2017,24/08/2017
17,1703736,Y,27/08/2017,25/08/2017
17,1705635,Y,27/08/2017,24/08/2017
17,1705819,Y,27/08/2017,22/08/2017
17,1705933,Y,27/08/2017,21/08/2017
17,1706356,Y,27/08/2017,24/08/2017
17,1706576,Y,27/08/2017,24/08/2017
17,1706811,Y,27/08/2017,23/08/2017
17,1706830,Y,27/08/2017,22/08/2017
17,903695,Y,28/08/2017,22/08/2017
17,1303518,Y,28/08/2017,21/08/2017
17,1405268,Y,28/08/2017,22/08/2017
17,1700336,Y,28/08/2017,21/08/2017
17,1701131,Y,28/08/2017,24/08/2017
17,1701409,Y,28/08/2017,21/08/2017
17,1704115,Y,28/08/2017,21/08/2017
17,1705741,Y,28/08/2017,24/08/2017
17,1706206,Y,28/08/2017,24/08/2017
17,1706218,Y,28/08/2017,21/08/2017
17,1706341,Y,28/08/2017,21/08/2017
17,1706476,Y,28/08/2017,21/08/2017
17,1706499,Y,28/08/2017,24/08/2017
17,1706777,Y,28/08/2017,24/08/2017
17,1607791,Y,29/08/2017,21/08/2017
17,1700417,Y,29/08/2017,29/08/2017
17,1700542,Y,29/08/2017,22/08/2017
17,1700569,Y,29/08/2017,29/08/2017
17,1701005,Y,29/08/2017,29/08/2017
17,1701130,Y,29/08/2017,24/08/2017
17,1701466,Y,29/08/2017,29/08/2017
17,1703167,Y,29/08/2017,21/08/2017
17,1705266,Y,29/08/2017,25/08/2017
17,1705746,Y,29/08/2017,24/08/2017
17,1705969,Y,29/08/2017,25/08/2017
17,1705969,Y,29/08/2017,25/08/2017
17,1706013,Y,29/08/2017,29/08/2017
17,1706163,Y,29/08/2017,22/08/2017
17,1706260,Y,29/08/2017,24/08/2017
17,1706286,Y,29/08/2017,24/08/2017
17,1706462,Y,29/08/2017,21/08/2017
17,1706545,Y,29/08/2017,25/08/2017
17,1706620,Y,29/08/2017,22/08/2017
17,1706662,Y,29/08/2017,21/08/2017
17,1706833,Y,29/08/2017,22/08/2017
17,1706837,Y,29/08/2017,22/08/2017
17,301728,Y,30/08/2017,29/08/2017
17,1204360,Y,30/08/2017,29/08/2017
17,1204711,Y,30/08/2017,21/08/2017
17,1402843,Y,30/08/2017,21/08/2017
17,1407103,Y,30/08/2017,29/08/2017
17,1500865,Y,30/08/2017,29/08/2017
17,1503164,Y,30/08/2017,29/08/2017
17,1600721,Y,30/08/2017,29/08/2017
17,1601876,Y,30/08/2017,29/08/2017
17,1602378,Y,30/08/2017,29/08/2017
17,1602595,Y,30/08/2017,29/08/2017
17,1602892,Y,30/08/2017,29/08/2017
17,1603564,Y,30/08/2017,29/08/2017
17,1604547,Y,30/08/2017,29/08/2017
17,1605137,Y,30/08/2017,29/08/2017
17,1605274,Y,30/08/2017,29/08/2017
17,1605339,Y,30/08/2017,25/08/2017
17,1606646,Y,30/08/2017,29/08/2017
17,1607269,Y,30/08/2017,29/08/2017
17,1607651,Y,30/08/2017,21/08/2017
17,1700009,Y,30/08/2017,29/08/2017
17,1700084,Y,30/08/2017,29/08/2017
17,1700132,Y,30/08/2017,29/08/2017
17,1700338,Y,30/08/2017,29/08/2017
17,1700344,Y,30/08/2017,29/08/2017
17,1700446,Y,30/08/2017,29/08/2017
17,1700470,Y,30/08/2017,29/08/2017
17,1700628,Y,30/08/2017,29/08/2017
17,1700637,Y,30/08/2017,29/08/2017
17,1700639,Y,30/08/2017,29/08/2017
17,1700648,Y,30/08/2017,29/08/2017
17,1700660,Y,30/08/2017,29/08/2017
17,1700769,Y,30/08/2017,29/08/2017
17,1700786,Y,30/08/2017,29/08/2017
17,1700802,Y,30/08/2017,29/08/2017
17,1700891,Y,30/08/2017,29/08/2017
17,1700946,Y,30/08/2017,29/08/2017
17,1701032,Y,30/08/2017,29/08/2017
17,1701088,Y,30/08/2017,29/08/2017
17,1701123,Y,30/08/2017,29/08/2017
17,1701150,Y,30/08/2017,29/08/2017
17,1701155,Y,30/08/2017,29/08/2017
17,1701209,Y,30/08/2017,29/08/2017
17,1701234,Y,30/08/2017,29/08/2017
17,1701265,Y,30/08/2017,29/08/2017
17,1701294,Y,30/08/2017,29/08/2017
